"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","기타재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","특대 수량_ha당","대 수량_ha당","중 수량_ha당","소 수량_ha당","특대 평가액_ha당","대 평가액_ha당","중 평가액_ha당","소 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","가중치"
3,0,0,0,917000,0,0,0,0,0,0,0,34,4,300789,2,13.9,0,0,13.9,0,3.9,0,0,3.9,0,10,0,0,10,0,13.9,0,0,13.9,0,3.9,0,0,3.9,0,10,0,0,10,0,38.7777777777778,2,212.94964028777,65971.2230215827,65971.2230215827,0,0,0,0,65971.2230215827,0,0,0,0,0,0,0,59712.2302158273,62258.9928057554,4892.08633093525,2446.04316546763,1079.13669064748,0,0,138561.151079137,14917.6258992806,9887.25482771677,24804.8807269973,1726.61870503597,51366.9064748201,60935.2517985611,112302.158273381,892864.964028777,340086.834532374,26690.6474820144,1259642.44604317,1070625.56803299,16808.5496428689,32130.4506834532,48939.0003263221,1012499.39935126,1544627.66937708,1921883.80878455,161241.158599703,2083124.96738425,532128.270025817,2615253.23741007,65.7553956834532,334.028776978417,315.611510791367,181.654676258993,348503.597122302,1282670.50359712,820589.928057554,163489.208633094,0,0,0,0,103.597122302158,0,0,103.597122302158,0,0,0,0,0,0,13.2374100719424,8.20143884892086,3.38129496402878,16.7625899280576,21.0071942446043,0,62.589928057554,20.6474820143885,0,0,0,0,0,1.00719424460432,0,0,34.8201438848921,3.16546762589928,0,0,0,0,0,0,0,1.36690647482014,0,0,0,0,0,0,0,0,0,1.58273381294964,1.6875
3,0,0,0,939000,0,0,0,0,0,0,0,34,4,300789,2,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,26.25,2,196.428571428571,167678.571428571,167678.571428571,0,0,0,0,167678.571428571,0,0,0,0,0,0,0,8750,14017.8571428571,0,0,0,0,0,6071.42857142857,27747.0238095238,635.892857142857,28382.9166666667,40294.6428571429,110000,0,110000,1358415.53571429,0,0,1358415.53571429,565984.416666667,10284.8302258929,31331.9078660714,41616.7380919643,1510032.27380625,1879781.6547619,1924399.95238095,151616.738091964,2076016.69047292,369749.380955654,2445766.07142857,0,734.464285714286,0,0,0,2445766.07142857,0,0,0,0,0,0,257.142857142857,0,0,257.142857142857,0,0,0,0,0,0,42.5,14.8214285714286,0,0,13.5714285714286,0,70.8928571428572,4.28571428571429,0,0,0,0,0,0,0,3.21428571428571,24.4642857142857,9.64285714285714,0,0,0,1.96428571428571,18.75,0,0,8.39285714285714,0,0,0,0,0.178571428571429,0,0,0,0,0,7.68421052631579
3,0,0,0,94000,0,0,0,0,0,0,0,34,3,300789,1,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,30,2,350,31333.3333333333,31333.3333333333,0,0,0,0,31333.3333333333,0,0,0,0,0,0,0,13666.6666666667,15333.3333333333,0,0,0,0,0,2666.66666666667,139154.166666667,0,139154.166666667,34570,294000,0,294000,2042010.66666667,0,0,2042010.66666667,537513.166666667,35059.3208333333,42415.9649333333,77475.2857666667,2413485.95243333,3824786.83333333,2579523.83333333,371475.285766667,2950999.1191,1411300.8809,4362300,0,1310,0,0,0,4362300,0,0,0,0,0,0,46.6666666666667,0,0,46.6666666666667,0,0,0,0,0,0,55,36.3333333333333,0,0,18.3333333333333,0,109.666666666667,0,0,0,0,0,0,1.66666666666667,0,9,60.6666666666667,4.66666666666667,0,0,0,3,11,0,0,18.3333333333333,0,0,0,0,1.33333333333333,0,0,0,0,0,16.3541666666667
3,13000,0,0,1099000,0,0,0,0,0,0,0,34,4,300789,2,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,21,2,400,185333.333333333,185333.333333333,0,2166.66666666667,0,0,183166.666666667,0,0,0,0,0,0,0,34333.3333333333,14283.3333333333,0,9833.33333333333,3666.66666666667,0,0,20000,32950,7418.33333333333,40368.3333333333,88020.8333333333,559333.333333333,0,559333.333333333,1193589,723750,19666.6666666667,1937005.66666667,1427801.86690956,32354.1833333333,44419.7816833333,76773.9650166667,1841939.26477378,-1215420.20024289,2633633.83333333,636107.29835,3269741.13168333,-3057359.46501667,212381.666666667,15.1666666666667,27.5,29.3333333333333,26.3333333333333,58240,80575,49866.6666666667,23700,0,0.166666666666667,0,0,13.3333333333333,0,0,13.5,0,0,0,0,0,0,20.3333333333333,16,20.6666666666667,9.16666666666667,23,11.1666666666667,100.333333333333,0,0,0,0,0,0,7,0,0,46,5.5,0,0,0,0,0,0,0,23.5,0,0,0,0,1,0,0,0,0,17.3333333333333,7.68421052631579
3,194000,0,0,622000,0,0,0,0,0,0,8487000,99,4,270258,2,10,0,0,10,0,10,0,0,10,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,0,0,0,0,0,39,1,240,930300,81600,848700,19400,0,0,62200,0,0,0,0,0,0,848700,211400,60950,111700,0,1200,0,0,0,77065,54261.8571428571,131326.857142857,226621.666666667,232400,0,232400,755530.9,1624100,167400,2547030.9,3682107.15822514,52770.5970380952,77831.005135,130601.602173095,1171681.86775748,333845.241774861,4490787.42380952,363001.602173095,4853789.02598262,-837836.625982619,4015952.4,255.9,599.6,176.9,23.6,1228320,2302464,459940,25228.4,0,33,0,0,59,0,0,92,0,0,0,0,1512,1512,25.7,0,49.4,22.8,10.9,6.5,115.3,0,0,0,0,0,4,1.3,0,2.1,46.1,27.4,0,0,0,0,20.3,0,0,14.1,0,0,0,0,0,0,0,0,0,0,6.90909090909091
3,195000,0,0,3466000,0,0,0,0,0,0,8953000,99,4,270258,1,20.4,0,0,20.4,0,0,0,0,0,0,20.4,0,0,20.4,0,20.4,0,0,20.4,0,0,0,0,0,0,20.4,0,0,20.4,0,18.8,2,216.666666666667,618333.333333333,179460.784313726,438872.549019608,9558.82352941177,0,0,169901.960784314,0,0,0,0,0,0,438872.549019608,115882.352941176,57387.2549019608,38529.4117647059,0,1764.70588235294,0,0,136225.490196078,28725.0612745098,72934.3137254902,101659.375,9413.80718954248,0,108333.333333333,108333.333333333,1022784.06862745,1596183.03921569,135833.333333333,2754800.44117647,3136756.50538097,56661.5656574754,75016.898252451,131678.463909926,1207509.46424791,2519938.24952099,4104254.17238562,240011.79724326,4344265.96962888,1312428.78527308,5656694.75490196,208.43137254902,704.21568627451,305.833333333333,51.0294117647059,1208901.96078431,3380235.29411765,980807.5,86750,0,8.82352941176471,0,0,169.607843137255,0,0,178.43137254902,0,0,0,0,705.882352941176,705.882352941176,26.1274509803922,21.9117647058824,17.2549019607843,74.0686274509804,8.2843137254902,0,147.647058823529,0,0,0,0,0,0,0.490196078431373,0,22.4509803921569,79.7549019607843,7.25490196078431,0,0,0,21.9607843137255,6.91176470588235,0,0,8.23529411764706,0,0,0,0,0,0,0,0,0,0.588235294117647,2.42857142857143
3,212000,0,0,520000,0,0,0,0,0,0,0,34,2,300789,2,2.67,0,0,2.67,0,1.49,0,0,1.49,0,1.18,0,0,1.18,0,2.67,0,0,2.67,0,1.49,0,0,1.49,0,1.18,0,0,1.18,0,22,1,204.868913857678,274157.303370787,274157.303370787,0,79400.7490636704,0,0,194756.554307116,0,0,0,0,0,0,0,0,10000,6741.57303370787,0,0,0,0,0,11460.6741573034,7602.24719101124,19062.9213483146,72084.8938826467,122097.378277154,95880.1498127341,217977.528089888,3248945.6928839,0,0,3248945.6928839,778715.84144819,26096.8994357054,71327.8680711611,97424.7675068664,3468467.83866792,231100.637952559,3931781.38451935,315402.295596754,4247183.6801161,-3237367.20071536,1009816.47940075,34.0823970037453,171.161048689139,150.936329588015,39.3258426966292,130876.404494382,569966.292134831,273580.524344569,35393.2584269663,0,119.850187265918,0,0,217.228464419476,0,0,337.078651685393,0,0,0,0,0,0,87.6404494382023,63.2958801498127,0,0,25.8426966292135,0,176.779026217228,0,0,0,0,0,0,0,0,23.9700374531835,131.835205992509,10.1123595505618,0,0,0,0,9.73782771535581,0,0,0,0,0,0,0,0,0,0,0,0,1.12359550561798,16.3541666666667
3,310000,0,0,1083000,0,0,0,0,0,0,0,34,4,300789,2,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,17.6666666666667,1,114.285714285714,199000,199000,0,44285.7142857143,0,0,154714.285714286,0,0,0,0,0,0,0,24714.2857142857,21285.7142857143,0,0,0,0,0,0,16660.9523809524,4035.71428571429,20696.6666666667,157750,0,87142.8571428571,87142.8571428571,1580950.57142857,1600714.28571429,0,3181664.85714286,2412092.80952381,34070.1439,69047.2968714286,103117.440771429,1684068.0122,2197101.47619048,3905900.52380952,190260.297914286,4096160.82172381,513033.463990476,4609194.28571429,339.428571428571,600.571428571429,614.285714285714,105.285714285714,1403657.14285714,2066494.28571429,1044285.71428571,94757.1428571429,0,80,0,0,205.714285714286,0,0,285.714285714286,0,0,0,0,0,0,83.4285714285714,0,65.2857142857143,22.8571428571429,0,0,171.571428571429,0,0,0,0,0,0,0,0,3.14285714285714,114.285714285714,1.57142857142857,0,0,0,0,27.7142857142857,16.2857142857143,0,0,0,0,0,0,0,0,0,0,0,8.57142857142857,7.68421052631579
3,401000,0,0,0,0,0,225000,0,0,0,0,34,3,300789,1,3.19,0,0.52,2.67,0,3.19,0,0.52,2.67,0,0,0,0,0,0,3.19,0,0.52,2.67,0,3.19,0,0.52,2.67,0,0,0,0,0,0,28,1,626.959247648903,196238.244514107,125705.329153605,70532.9153605016,125705.329153605,0,0,0,0,0,70532.9153605016,0,0,0,0,87774.2946708464,26833.855799373,56739.8119122257,0,0,0,0,10031.3479623824,30684.4305120167,15906.5830721003,46591.013584117,104890.282131661,721003.134796238,0,721003.134796238,2699753.60501567,684169.278996865,92789.9686520376,3476712.85266458,1532817.61795349,47227.2499582027,77664.7577115988,124892.007669801,3619678.22775184,11072467.6485042,4306600.70323929,845895.14246604,5152495.84570533,7452789.42075235,12605285.2664577,429.780564263323,1380.87774294671,1295.61128526646,164.890282131661,2475536.05015674,6501122.25705329,3146865.20376176,481761.755485893,0,200.626959247649,0,0,0,0,0,200.626959247649,564.263322884012,0,0,0,0,564.263322884012,131.974921630094,0,27.8996865203762,7.21003134796238,7.83699059561129,1.88087774294671,176.802507836991,0,0,0,0,0,4.38871473354232,0,0,31.0344827586207,92.4764890282132,5.95611285266458,0,0,0,0,13.7931034482759,0,0,10.9717868338558,0,0,0,0,0,0,0,0,0,18.1818181818182,16.3541666666667
3,744000,0,0,1387000,0,0,0,0,0,0,10694000,99,4,270258,2,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,24,2,291.666666666667,2137500,355166.666666667,1782333.33333333,124000,0,0,231166.666666667,0,0,0,0,0,0,1782333.33333333,147833.333333333,114366.666666667,34166.6666666667,0,1000,0,0,0,248597.777777778,62878.9285714286,311476.706349206,28006.9444444444,232666.666666667,0,232666.666666667,1643303.83333333,1320916.66666667,149333.333333333,3113553.83333333,4432070.94077525,84482.7833003968,111800.673075,196283.456375397,2155041.33306047,658084.225891422,6158162.15079365,428950.123042063,6587112.27383571,-1496957.10716905,5090155.16666667,323,810.333333333333,394.833333333333,52.5,1401820,2838597.66666667,793615,56122.5,0,160,0,0,288.333333333333,0,0,448.333333333333,0,0,0,0,3240.38333333333,3240.38333333333,51.5,30.1666666666667,42.8333333333333,22.8333333333333,8.83333333333333,5,161.166666666667,0,0,0,0,0,0,2.83333333333333,0,0,76.1666666666667,47.6666666666667,0,0,0,0,23.5,0,0,11,0,0,0,0,0,0,0,0,0,0,6.90909090909091
4,0,0,0,0,0,0,0,0,0,0,0,34,1,300789,1,1.6,0,0,1.6,0,0,0,0,0,0,1.6,0,0,1.6,0,1.6,0,0,1.6,0,0,0,0,0,0,1.6,0,0,1.6,0,21.875,2,178.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875,198312.5,0,5000,13125,0,0,43125,117625,0,117625,240041.666666667,0,325000,325000,4398660,961023.75,0,5359683.75,2210916.91666667,44593.6543541667,113366.3431875,157959.997541667,4556619.99754167,3565045.58333333,6284576.91666667,482959.997541667,6767536.91420833,-991574.414208334,5775962.5,341.25,1143.75,532.5,34.375,1378650,3351187.5,1011750,34375,310.625,0,0,0,0,0,0,0,0,0,0,0,0,0,114.375,68.75,14.375,45.625,48.125,0,291.25,0,0,0,0,0,0,0,0,1.875,228.75,0,0,0,0,0,11.25,0,0,41.25,0,0,0,0,7.5,0,0,0,0,0.625,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,1,300789,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,29.25,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54600,0,0,20000,0,0,0,462514.583333333,26706,489220.583333333,600166.666666667,0,163000,163000,2026117,0,0,2026117,1627776.25,238570.835555,42329.44755,280900.283105,2307017.283105,-1186176.25,3490893.25,443900.283105,3934793.533105,-3493193.533105,441600,40,12,0,0,384000,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,38,0,102,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,1,300789,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,21,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,15900,0,0,0,0,0,21000,135076.666666667,44508,179584.666666667,259275,338000,0,338000,2329204,0,0,2329204,787548.666666667,144324.039166667,47898.6456,192222.684766667,2859426.68476667,734261.333333333,3116752.66666667,530222.684766667,3646975.35143333,-2125165.35143333,1521810,0,457,0,0,0,1521810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,43,0,0,18,0,126,4,0,0,0,0,0,0,0,11,63,0,0,0,0,19,9,0,0,18,0,0,0,0,2,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,1,300789,2,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,28.5,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121500,0,0,16666.6666666667,0,0,0,439601.388888889,7418.33333333333,447019.722222222,500138.888888889,0,316666.666666667,316666.666666667,4113192.5,0,0,4113192.5,1702780.94444444,60243.8828513889,85664.8872083333,145908.770059722,4259101.27005972,1177885.72222222,5499306.77777778,462575.436726389,5961882.21450417,-3081215.5478375,2880666.66666667,0,641.666666666667,126.666666666667,291.666666666667,0,2335666.66666667,253333.333333333,291666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.333333333333,15,0,0,62.5,0,200.833333333333,0,0,0,0,0,0,0,0,0,101.666666666667,0,0,0,0,0,36.6666666666667,0,0,62.5,0,0,0,0,0,0,0,0,0,0,28.2903225806452
4,0,0,0,0,0,0,0,0,0,0,0,34,3,300789,1,14,0,0,14,0,14,0,0,14,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,33,2,333.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333.33333333333,13200,0,0,8333.33333333333,0,0,3666.66666666667,57238.8888888889,42426.7543859649,99665.6432748538,0,294666.666666667,0,294666.666666667,1764641.66666667,42666.6666666667,13000,1820308.33333333,475961.545343768,60220.713621345,37334.7595833333,97555.4732046784,2169556.9044691,2567658.45465623,2253296.30994152,392222.139871345,2645518.44981287,398101.550187135,3043620,0,914,0,0,0,3043620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6666666666667,9,0,0,21,2.66666666666667,91.3333333333333,6,0,0,0,0,0,0,0,4.33333333333333,38,0,0,0,0,9.66666666666667,17,0,0,15.6666666666667,0,0,0,0,0.666666666666667,0,0,0,0,0,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,3,300789,2,12,0,0,12,0,12,0,0,12,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,2333.33333333333,88881.1111111111,4154,93035.1111111111,0,559333.333333333,0,559333.333333333,229937.333333333,125035.333333333,32000,386972.666666667,542464.43625289,14944.5963188889,8046.0159,22990.6122188889,832989.620410443,-343564.43625289,793130.111111111,582323.945552222,1375454.05666333,-1176554.05666333,198900,0,0,117,0,0,0,198900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,3,1,0.666666666666667,7,4.66666666666667,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.33333333333333,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3541666666667
4,0,0,0,0,0,0,0,0,0,0,0,34,4,300789,2,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,5.6,0,0,5.6,0,0,0,0,0,0,5.6,0,0,5.6,0,26.25,2,191.071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10357.1428571429,7964.28571428571,0,0,8928.57142857143,0,0,3035.71428571429,38312.5,741.785714285714,39054.2857142857,25720.2380952381,0,93392.8571428571,93392.8571428571,1077900.35714286,270178.571428571,35892.8571428571,1383971.78571429,766614.222371616,5119.17010892857,28497.288625,33616.4587339286,1140216.11731469,1440308.9919141,1779821.02380952,127009.315876786,1906830.33968631,300092.874599405,2206923.21428571,144.464285714286,425,293.75,215.178571428571,466619.642857143,1117750,450410.714285714,172142.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1071428571429,18.0357142857143,8.39285714285714,0,21.9642857142857,4.82142857142857,67.3214285714286,5.53571428571429,0,0,0,0,0,8.21428571428572,0,0,26.0714285714286,0,0,0,0,5.89285714285714,10.7142857142857,0,0,10.8928571428571,0,0,0,0,0,0,0,0,0,0,7.68421052631579
4,0,0,0,0,0,0,0,0,0,0,0,34,4,300789,2,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,30,2,208.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108166.666666667,85150,755000,9166.66666666667,8166.66666666667,0,487833.333333333,33833.3333333333,75321.1111111111,6231.16666666667,81552.2777777778,140038.888888889,0,271000,271000,1743349.66666667,1576638,0,3319987.66666667,3857334.83333333,26310.6821575,96867.1823166667,123177.864474167,1866527.53114083,2104058.5,5329684.5,394177.864474167,5723862.36447417,237530.968859165,5961393.33333333,648.666666666667,1004.33333333333,146,22.5,2620613.33333333,3043130,277400,20250,426.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18.6666666666667,50.5,38,59,1.33333333333333,168,0,0,0,0,0,3.33333333333333,2.33333333333333,0,0.333333333333333,103.666666666667,0,0,0,0,0,14.6666666666667,0,0,40.8333333333333,0,0,0,0,2.66666666666667,0,0,0,0,0.166666666666667,7.68421052631579
4,0,0,0,0,0,0,0,0,0,0,0,36,1,284173,2,1.22,0,0,1.22,0,1.22,0,0,1.22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,21,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195900,0,0,41000,0,0,20000,245930,109792.5,355722.5,288066.666666667,106000,0,106000,3987326,0,0,3987326,1184862.16666667,268780.504091667,85521.1539,354301.657991667,4447627.65799167,1458287.83333333,5172188.16666667,460301.657991667,5632489.82465833,-2989339.82465833,2643150,0,1005,0,0,0,2643150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,0,0,96,0,189,0,0,0,0,0,0,0,0,44,36,0,0,0,0,30,0,0,0,66,0,0,0,0,12,0,0,0,0,1,36.5555555555556
4,0,0,0,0,0,0,0,0,0,0,0,36,1,284173,2,1.32,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,1.02,0,0,1.02,0,1.02,0,0,1.02,0,0,0,0,0,0,31.5,2,61.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7745.09803921569,0,0,21568.6274509804,0,0,4901.96078431373,176956.699346405,4937.28070175439,181893.98004816,0,228431.37254902,0,228431.37254902,1937016.66666667,0,0,1937016.66666667,500282.666322669,19180.5019417139,39720.3319117647,58900.8338534787,2224348.87306916,559266.353285174,2437299.33298934,287332.206402498,2724631.53939183,-1665082.51978399,1059549.01960784,139.21568627451,332.352941176471,0,22.5490196078431,407901.960784314,638117.647058823,0,13529.4117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,7.84313725490196,0,0,22.5490196078431,0,97.0588235294118,0,0,0,0,0,0,0,0,9.80392156862745,47.0588235294118,0,0,0,0,0,0,17.6470588235294,0,22.5490196078431,0,0,0,0,0,0,0,0,0,0,36.5555555555556
4,0,0,0,0,0,0,0,0,0,0,0,36,1,284173,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,1.5,0,0,0,0,0,0,25,2,76.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,0,23333.3333333333,0,0,4000,72457.7777777778,1509.61403508772,73967.3918128655,0,228000,0,228000,1296996.66666667,0,0,1296996.66666667,399073.725146199,5484.25354502924,26959.2895,32443.5430450292,1557440.2097117,28446.2748538012,1696070.39181287,260443.543045029,1956513.93485789,-1528993.93485789,427520,0,222.666666666667,0,0,0,427520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,12.6666666666667,0,0,34.6666666666667,0,60.6666666666667,0,0,0,0,0,0,0,0,5.33333333333333,20.6666666666667,0,0,0,0,0,0,0,0,34.6666666666667,0,0,0,0,0,0,0,0,0,0,36.5555555555556
4,0,0,0,0,0,0,0,0,0,0,0,36,1,284173,2,8.32,0,0,8.32,0,8.32,0,0,8.32,0,0,0,0,0,0,1.62,0,0,1.62,0,1.62,0,0,1.62,0,0,0,0,0,0,32.5,2,152.469135802469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5617.28395061728,0,0,0,0,0,0,205344.650205761,14654.3209876543,219998.971193416,0,249382.716049383,0,249382.716049383,691187.037037037,276543.209876543,9259.25925925926,976989.506172839,788978.435098293,43350.8323096708,19799.5268209877,63150.3591306584,1010333.40139862,-700678.435098293,1486778.76131687,312533.075180041,1799311.83649691,-1711011.83649691,88300,16.6666666666667,0,0,0,88300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93827160493827,5.55555555555556,0,0,20.9876543209877,12.3456790123457,43.8271604938272,0,0,0,0,0,0,0,9.87654320987654,0,0.617283950617284,0,0,0,0,30.8641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46913580246914,36.5555555555556
4,0,0,0,0,0,0,0,0,0,0,0,36,2,284173,2,2.2,0,0,2.2,0,0,0,0,0,0,2.2,0,0,2.2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,40,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,0,0,1000,0,0,0,112659.166666667,137680,250339.166666667,0,0,54000,54000,144542,0,0,144542,593162.166666667,256402.797354167,3006.2188,259409.016154167,403951.016154167,-396676.166666667,683704.166666667,313409.016154167,997113.182820833,-800627.182820833,196486,18.5,7,0,0,177600,18886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5555555555556
