"연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_원초 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
3,31490,0,0,47120,0,99960,0,0,0,0,0,37,2,394684,6,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,26,2,897.435897435897,457871.794871795,457871.794871795,0,80743.5897435897,0,0,120820.512820513,0,256307.692307692,0,0,0,0,0,1409384.61538462,937897.435897436,0,0,0,0,0,44282.0512820513,3339174.7542735,77877.8340080972,3417052.5882816,501808.760683761,2464538.46153846,0,2464538.46153846,17686584.6153846,698946.153846154,0,18385530.7692308,7861927.40024741,378660.531489777,258004.845,636665.376489777,20787788.4534129,9783457.2151372,25548512.015632,3101203.83802824,28649715.8536603,-11004331.2382756,17645384.6153846,0,2602.5641025641,0,2602.5641025641,2602.5641025641,0,17645384.6153846,0,187.179487179487,0,0,202.564102564103,0,11.2820512820513,401.025641025641,0,0,0,0,0,0,1207.69230769231,789.74358974359,417.948717948718,56.4102564102564,17.9487179487179,38.4615384615385,87.1794871794872,0,1351.28205128205,0,15.3846153846154,0,0,0,0,0,117.948717948718,0,17.9487179487179,261.538461538462,10.2564102564103,0,0,641.025641025641,0,82.051282051282,120.512820512821,0,0,79.4871794871795,0,0,0,0,5.12820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25
3,96220,0,0,79510,0,107440,0,0,449300,0,9070,33,3,411291,5,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0,0,0,0,0,14,2,1119.40298507463,1106776.11940299,422641.791044776,684134.328358209,143611.940298507,0,0,118671.641791045,0,160358.208955224,0,0,670597.014925373,0,13537.3134328358,1395223.88059702,191044.776119403,13358.2089552239,0,0,0,0,191388.059701493,2295153.02238806,1915950.8444619,4211103.86684996,555521.766169154,1195492.53731343,0,1195492.53731343,10996414.9253731,568662.686567164,56295.5223880597,11621373.1343284,8647138.45326565,402907.185828064,176407.844776119,579315.030604183,12824749.9267756,37493383.9347941,19697080.8121236,1774807.56791762,21471888.3800412,24668634.0080185,46140522.3880597,2347.76119402985,1243.28358208955,0,1243.28358208955,2135.4328358209,31084358.2089552,15056164.1791045,0,273.134328358209,0,0,2638.80597014925,0,13.2835820895522,2925.22388059702,0,0,26252.2388059702,0,110.44776119403,26362.6865671642,755.223880597015,386.567164179105,368.656716417911,34.3283582089552,34.3283582089552,0,65.6716417910448,0,855.223880597015,0,1.49253731343284,0,0,0,0,0,55.2238805970149,0,94.0298507462687,268.656716417911,79.1044776119403,0,0,158.208955223881,0,0,125.373134328358,0,0,31.3432835820896,0,0,0,0,40.2985074626866,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,12.8823529411765
4,0,0,0,0,0,0,0,0,0,0,0,37,1,394684,6,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,21,2,454.545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029909.09090909,1357000,0,0,0,0,0,64545.4545454545,3792304.62121212,98173.2057416268,3890477.82695375,0,3003636.36363636,0,3003636.36363636,17026754.5454545,2132018.18181818,0,19158772.7272727,8868634.55422647,476311.607164055,262564.261363636,738875.868527691,20769266.7776186,26609092.7185008,25895389.099681,3742512.23216406,29637901.3318451,5839825.9408822,35477727.2727273,1527.27272727273,4254.54545454545,190.909090909091,4445.45454545455,5025.81818181818,7437818.18181818,28039909.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.36363636364,827.272727272727,309.090909090909,163.636363636364,81.8181818181818,81.8181818181818,72.7272727272727,0,1372.72727272727,0,18.1818181818182,0,0,0,0,0,81.8181818181818,0,145.454545454545,636.363636363636,0,0,0,272.727272727273,0,9.09090909090909,90.9090909090909,0,0,118.181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
4,0,0,0,0,0,0,0,0,0,0,0,37,1,394684,6,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,21,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052500,397900,0,0,911800,0,0,3858800,1761904.58333333,1052507.94444444,2814412.52777778,880156.666666667,3003700,0,3003700,18188390,0,0,18188390,11310253.1944444,1237528.90229625,308724.0885,1546252.99079625,22738342.9907962,4599346.80555556,29498643.1944444,4549952.99079625,34048596.1852407,-18138996.1852407,15909600,3070,160,10,170,1336.6,14950900,958700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,890,280,0,0,0,110,0,1280,0,10,0,0,0,0,0,180,0,20,610,0,0,0,300,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
4,0,0,0,0,0,0,0,0,0,0,0,37,3,394684,6,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0.48,0,0.48,0,0,0,0,0,0,0,22,1,1020.83333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540812.5,784437.5,0,0,0,0,0,133208.333333333,1689735.06944444,6561.92434210526,1696296.99378655,0,2294479.16666667,0,2294479.16666667,10729881.25,0,0,10729881.25,3549439.32711988,88953.1659688322,148088.3259375,237041.491906332,13261401.908573,2038394.00621345,14279320.5771199,2531520.658573,16810841.2356929,-11223007.9023595,5587833.33333333,0,866.666666666667,216.666666666667,1083.33333333333,1083.33333333333,0,5587833.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.75,414.583333333333,354.166666666667,0,0,0,37.5,0,806.25,0,83.3333333333333,0,0,0,0,0,75,0,45.8333333333333,66.6666666666667,0,0,0,0,0,0,347.916666666667,0,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
4,0,0,0,0,0,0,0,0,0,0,0,38,3,370532,6,0.5,0,0.5,0,0,0.2,0,0.2,0,0,0.3,0,0.3,0,0,0.5,0,0.5,0,0,0.2,0,0.2,0,0,0.3,0,0.3,0,0,35,2,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298680,251780,0,0,0,0,0,14200,720503.008333333,40305.0976608187,760808.105994152,0,200240,236680,436920,5782956,454252,0,6237208,2386932.10599415,113766.442860849,82642.6962,196409.139060849,6179605.13906085,-2142732.10599415,7933208.10599415,633329.139060849,8566537.245055,-8322337.245055,244200,0,20,20,40,40,0,244200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,64,146,34,22,12,194,0,438,0,2,0,0,0,0,0,22,0,0,20,0,0,0,154,0,0,64,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8461538461538
4,0,0,0,0,0,0,0,0,0,0,0,99,1,403205,6,0.3,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,16,2,833.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172733.333333333,72933.3333333333,0,0,0,0,0,47366.6666666667,349520.833333333,5862.33333333333,355383.166666667,0,2703300,0,2703300,4220056.66666667,183296.666666667,0,4403353.33333333,1234918.16666667,36261.18171,57061.0979999999,93322.27971,7016678.94637667,2832481.83333333,5454974.83333333,2796622.27971,8251597.11304333,-4184197.11304333,4067400,256.666666666667,113.333333333333,0,113.333333333333,210.866666666667,2772000,1295400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.333333333333,143.333333333333,0,16.6666666666667,16.6666666666667,0,123.333333333333,0,283.333333333333,0,0,0,0,0,0,0,46.6666666666667,0,0,0,0,0,0,50,0,0,90,0,0,96.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95
4,0,0,0,0,0,0,0,0,0,0,101360,38,2,370532,6,0.36,0,0.36,0,0,0.36,0,0.36,0,0,0,0,0,0,0,0.36,0,0.36,0,0,0.36,0,0.36,0,0,0,0,0,0,0,35,2,972.222222222222,281555.555555556,0,281555.555555556,0,0,0,0,0,0,0,0,0,0,281555.555555556,464277.777777778,1854694.44444444,0,0,0,0,0,19722.2222222222,665179.502314815,73842.7371669916,739022.239481806,0,417166.666666667,0,417166.666666667,8193822.22222222,2934594.44444444,0,11128416.6666667,6664398.68392625,151619.907078207,167046.3,318666.207078207,8929655.0959671,18926101.3160737,14858220.9061485,735832.873744874,15594053.7798933,9996446.22010665,25590500,0,2313.88888888889,288.888888888889,2602.77777777778,2602.77777777778,0,25590500,0,0,0,0,0,0,0,0,0,0,0,0,1638.88888888889,1638.88888888889,247.222222222222,213.888888888889,33.3333333333333,225,127.777777777778,97.2222222222222,275,0,747.222222222222,0,33.3333333333333,0,0,0,0,0,38.8888888888889,0,0,225,27.7777777777778,0,0,133.333333333333,0,0,44.4444444444444,0,0,244.444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4166666666667
4,0,0,0,0,0,0,0,0,0,0,106690,37,1,394684,6,0.45,0,0.45,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0.38,0,0.38,0,0,0.38,0,0.38,0,0,0,0,0,0,0,13.6666666666667,2,868.421052631579,280763.157894737,0,280763.157894737,0,0,0,0,0,0,0,0,0,0,280763.157894737,970552.631578947,636578.947368421,784657.894736842,0,0,0,0,177605.263157895,3020374.69298246,7499.34210526316,3027874.03508772,0,2239605.26315789,0,2239605.26315789,18559252.6315789,0,0,18559252.6315789,6272715.92982456,175830.94845,260124.337894737,435955.286344737,21234813.1810816,748652.491228069,24831968.5614035,2675560.54950263,27507529.1109061,-20486160.6898535,7021368.42105263,0,1368.42105263158,136.842105263158,1505.26315789474,1505.26315789474,0,7021368.42105263,0,0,0,0,0,0,0,0,0,0,0,0,386.842105263158,386.842105263158,1307.8947368421,842.105263157895,465.78947368421,0,0,0,55.2631578947368,0,1363.15789473684,0,63.1578947368421,0,0,0,0,0,102.631578947368,0,105.263157894737,168.421052631579,44.7368421052632,0,0,0,0,0,555.263157894737,0,0,252.631578947368,0,0,0,0,0,71.0526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
4,0,0,0,0,0,0,0,0,0,0,12800,33,1,411291,6,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,13,2,730.769230769231,98461.5384615385,0,98461.5384615385,0,0,0,0,0,0,0,0,0,0,98461.5384615385,296923.076923077,33615.3846153846,0,0,0,0,0,16384.6153846154,812829.807692308,0,812829.807692308,0,3003692.30769231,0,3003692.30769231,5113453.84615385,0,0,5113453.84615385,1669505.42307692,106391.031057692,67539.8873076923,173930.918365385,8291077.07221154,3626494.57692308,6782959.26923077,3177623.22605769,9960582.49528846,-4664582.49528846,5296000,400,0,0,0,152,5296000,0,0,0,0,0,0,0,0,0,0,0,0,0,676.923076923077,676.923076923077,292.307692307692,261.538461538462,30.7692307692308,0,0,0,53.8461538461538,0,346.153846153846,0,0,0,0,0,0,0,53.8461538461538,0,0,0,15.3846153846154,0,0,176.923076923077,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0909090909091
4,0,0,0,0,0,0,0,0,0,0,173380,37,3,394684,6,0.72,0,0.72,0,0,0.05,0,0.05,0,0,0.67,0,0.67,0,0,0.67,0,0.67,0,0,0.03,0,0.03,0,0,0.64,0,0.64,0,0,24.5,2,582.089552238806,258776.119402985,0,258776.119402985,0,0,0,0,0,0,0,0,0,0,258776.119402985,757313.432835821,557074.626865672,0,0,0,0,0,53014.9253731343,600835.06840796,47850.2798507463,648685.348258707,0,149432.835820896,1766268.65671642,1915701.49253731,10422611.9402985,0,0,10422611.9402985,4435817.10945274,83223.358361194,146392.81119403,229616.169555224,10801660.9456746,498108.263681591,13092160.3930348,2145317.66209254,15237478.0551274,-10303552.681993,4933925.37313433,156.716417910448,932.835820895522,155.223880597015,1088.05970149254,1147.61194029851,716194.029850746,4217731.34328358,0,0,0,0,0,0,0,0,0,0,0,0,2201.49253731343,2201.49253731343,731.343283582089,510.44776119403,220.89552238806,0,0,0,20.8955223880597,0,752.238805970149,0,59.7014925373134,0,0,0,0,0,56.7164179104478,0,32.8358208955224,179.10447761194,23.8805970149254,0,0,0,0,0,176.119402985075,0,0,223.880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
4,0,0,0,0,0,0,0,0,0,0,30010,37,1,394684,6,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,27.6666666666667,2,1000,300100,0,300100,0,0,0,0,0,0,0,0,0,0,300100,1605300,1118700,0,0,0,0,0,17800,1601151.41666667,101240.921052632,1702392.3377193,0,7008600,0,7008600,34310100,0,0,34310100,5138976.3377193,166834.387477599,453826.8,620661.187477599,41939361.1874776,11478123.6622807,39449076.3377193,7629261.1874776,47078337.5251969,-30461237.5251969,16617100,0,2810,100,2910,2910,0,16617100,0,0,0,0,0,0,0,0,0,0,0,0,2210,2210,3100,200,2900,0,0,0,30,0,3130,0,30,0,0,0,0,0,60,0,0,320,80,0,0,1250,0,0,420,0,0,960,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
4,0,0,0,0,0,0,0,0,0,0,34010,38,1,370532,6,0.19,0.07,0.12,0,0,0.19,0.07,0.12,0,0,0,0,0,0,0,0.19,0.07,0.12,0,0,0.19,0.07,0.12,0,0,0,0,0,0,0,27,2,1157.89473684211,179000,0,179000,0,0,0,0,0,0,0,0,0,0,179000,1253789.47368421,931000,418473.684210526,0,0,0,0,93473.6842105263,1170163.94736842,0,1170163.94736842,0,2961473.68421053,0,2961473.68421053,4617694.73684211,2560078.94736842,0,7177773.68421053,6976511.73684211,119289.267852632,122150.152894737,241439.420747368,7820607.8418,2649961.94736842,11594206.4736842,3202913.10495789,14797119.5786421,-5170645.89443158,9626473.68421053,0,1068.42105263158,0,1068.42105263158,1068.42105263158,0,9626473.68421053,0,0,0,0,0,0,0,0,0,0,0,0,1163.15789473684,1163.15789473684,305.263157894737,173.684210526316,131.578947368421,205.263157894737,84.2105263157895,121.052631578947,36.8421052631579,0,547.368421052632,0,121.052631578947,0,0,0,10.5263157894737,0,63.1578947368421,0,0,210.526315789474,5.26315789473684,0,0,105.263157894737,0,0,21.0526315789474,0,0,10.5263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4166666666667
4,0,0,0,0,0,0,0,0,0,0,86690,37,1,394684,6,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,22.5,2,858.823529411765,509941.176470588,0,509941.176470588,0,0,0,0,0,0,0,0,0,0,509941.176470588,2284176.47058824,2060352.94117647,0,0,0,0,0,125352.941176471,5443683.43137255,8381.61764705882,5452065.04901961,0,3533764.70588235,0,3533764.70588235,31301094.1176471,0,0,31301094.1176471,10826572.5784314,284676.188790441,440813.149411765,725489.338202206,35560348.1617316,8154368.59803921,42127666.6960784,4259254.04408456,46386920.740163,-27405979.5636924,18980941.1764706,0,3676.47058823529,1223.52941176471,4900,4900,0,18980941.1764706,0,0,0,0,0,0,0,0,0,0,0,0,4335.29411764706,4335.29411764706,2041.17647058824,1241.17647058824,800,0,0,0,229.411764705882,0,2270.58823529412,0,188.235294117647,0,0,0,0,0,270.588235294118,0,176.470588235294,376.470588235294,47.0588235294118,0,0,0,0,0,741.176470588235,0,0,470.588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6818181818182
4,0,0,0,0,0,0,0,0,0,0,86690,37,3,394684,6,0.54,0,0.54,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0.54,0,0.54,0,0,0.54,0,0.54,0,0,0,0,0,0,0,23,2,500,160537.037037037,0,160537.037037037,0,0,0,0,0,0,0,0,0,0,160537.037037037,571370.37037037,833111.111111111,99388.8888888889,0,0,0,0,72351.8518518519,735157.191358025,2198.81687242798,737356.008230453,0,1761425.92592593,0,1761425.92592593,6183244.44444444,1204022.22222222,0,7387266.66666667,4072821.48971193,17697.1237375,110856.915,128554.0387375,8073224.40910787,7495548.88065844,10256065.9341564,1889979.96466343,12146045.8988198,-577675.528449433,11568370.3703704,0,2312.96296296296,385.185185185185,2698.14814814815,2698.14814814815,0,11568370.3703704,0,0,0,0,0,0,0,0,0,0,0,0,1364.81481481481,1364.81481481481,531.481481481481,11.1111111111111,520.37037037037,68.5185185185185,55.5555555555556,12.962962962963,25.9259259259259,24.0740740740741,650,0,72.2222222222222,0,0,0,0,0,83.3333333333333,0,0,112.962962962963,29.6296296296296,0,0,0,0,0,224.074074074074,0,0,111.111111111111,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2564102564103
4,0,0,0,0,0,0,0,0,0,10852730,80020,99,3,403205,6,2.05,0.99,1.06,0,0,1.06,0,1.06,0,0,0.99,0.99,0,0,0,1.32,0.99,0.33,0,0,0.33,0,0.33,0,0,0.99,0.99,0,0,0,12.3333333333333,2,1136.36363636364,8282386.36363636,0,8282386.36363636,0,0,0,0,0,0,0,0,0,8221765.15151515,60621.2121212121,398696.96969697,317992.424242424,2300295.45454545,0,3590.90909090909,0,0,660053.03030303,275925.86489899,25419.8444976077,301345.709396598,948160.984848485,3792515.15151515,137303.03030303,3929818.18181818,7575845.45454545,213808.333333333,24764.3939393939,7814418.18181818,13967517.9358566,107797.760017509,240295.815,348093.575017509,11740538.8485575,-11866358.8449475,21430145.0275784,4277911.75683569,25708056.7844141,-23606897.693505,2101159.09090909,288.636363636364,0,21.2121212121212,21.2121212121212,130.893939393939,1965613.63636364,135545.454545455,0,0,0,0,0,0,0,0,0,0,0,10813.6363636364,871.212121212121,11684.8484848485,347.727272727273,347.727272727273,0,13.6363636363636,13.6363636363636,0,140.909090909091,0,502.272727272727,0,0,0,6.06060606060606,0,0,3.03030303030303,34.0909090909091,15.9090909090909,18.1818181818182,37.8787878787879,35.6060606060606,0,0,207.575757575758,0,11.3636363636364,36.3636363636364,0,0,87.1212121212121,5.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78787878787879,12.6
4,0,0,0,0,0,0,0,0,297330,0,0,99,2,403205,6,0.66,0,0.66,0,0,0.36,0,0.36,0,0,0.3,0,0.3,0,0,0.33,0,0.33,0,0,0.03,0,0.03,0,0,0.3,0,0.3,0,0,30,2,242.424242424242,901000,0,901000,0,0,0,0,0,0,0,0,901000,0,0,597030.303030303,401272.727272727,0,0,19151.5151515152,0,0,32303.0303030303,2137750.42929293,44411.6666666667,2182162.0959596,2378695.70707071,3034000,2151636.36363636,5185636.36363636,7811933.33333333,1933218.18181818,0,9745151.51515152,10999674.9242424,572295.890607955,142105.295454545,714401.1860625,11560334.5193958,-6115947.65151515,16659971.8939394,5900037.54969886,22560009.4436383,-17676282.170911,4883727.27272727,0,427.272727272727,0,427.272727272727,427.272727272727,0,4883727.27272727,0,0,0,0,0,0,0,0,0,0,19987.8787878788,0,0,19987.8787878788,393.939393939394,333.333333333333,60.6060606060606,142.424242424242,84.8484848484849,57.5757575757576,133.333333333333,0,669.69696969697,0,6.06060606060606,0,0,0,0,0,69.6969696969697,0,18.1818181818182,172.727272727273,163.636363636364,0,0,30.3030303030303,0,0,154.545454545455,0,0,54.5454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7777777777778
4,0,0,0,0,0,0,166010,0,111000,0,0,38,1,370532,6,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,20.5,2,900,2770100,0,2770100,0,0,0,0,0,0,1660100,0,1110000,0,0,1251700,3360100,0,0,0,0,0,0,2497489.16666667,166307.659574468,2663796.82624113,0,0,1479300,1479300,27647510,3824250,0,31471760,15719778.8262411,356826.881072872,472071.969,828898.850072872,28476408.8500729,21805321.1737589,41887988.8262411,2308198.85007287,44196187.676314,-6671087.67631401,37525100,0,6250,470,6720,6720,0,37525100,0,0,0,0,0,0,0,0,11160,0,61560,0,0,72720,1670,1670,0,250,250,0,140,0,2060,0,80,0,0,0,0,0,120,0,360,940,130,0,0,120,0,70,30,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4166666666667
4,0,0,0,0,0,0,218960,0,0,0,119500,38,3,370532,6,0.83,0,0.83,0,0,0.83,0,0.83,0,0,0,0,0,0,0,0.83,0,0.83,0,0,0.83,0,0.83,0,0,0,0,0,0,0,36,2,903.614457831325,407783.13253012,0,407783.13253012,0,0,0,0,0,0,263807.228915663,0,0,0,143975.903614458,360457.831325301,681795.180722891,0,0,0,0,0,17120.4819277108,1483612.89658635,13596.0660184598,1497208.96260481,0,337759.036144578,0,337759.036144578,8590096.38554217,211796.385542169,0,8801892.77108434,3546693.974653,116380.348372995,124768.950180723,241149.298553717,9169004.72024046,2477787.95305785,12136790.3601952,578908.334698296,12715698.6948935,-6691216.76718262,6024481.92771084,0,501.204819277108,62.6506024096386,563.855421686747,563.855421686747,0,6024481.92771084,0,0,0,0,0,0,0,0,1613.25301204819,0,0,0,1243.3734939759,2856.6265060241,481.927710843373,224.096385542169,257.831325301205,16.8674698795181,6.02409638554217,10.8433734939759,149.397590361446,0,648.192771084337,0,6.02409638554217,0,0,0,0,0,25.3012048192771,0,0,137.349397590361,48.1927710843373,0,0,93.9759036144578,0,0,50.6024096385542,0,6.02409638554217,280.722891566265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8461538461538
4,0,0,0,0,0,0,293310,0,0,0,0,38,3,370532,6,0.51,0,0.51,0,0,0.51,0,0.51,0,0,0,0,0,0,0,0.51,0,0.51,0,0,0.51,0,0.51,0,0,0,0,0,0,0,35,2,980.392156862745,575117.647058823,0,575117.647058823,0,0,0,0,0,0,575117.647058823,0,0,0,0,521980.392156863,1753450.98039216,0,0,0,0,0,6960.78431372549,411875.629084967,44710.8002522646,456586.429337232,0,1629431.37254902,0,1629431.37254902,13703421.5686275,1250905.88235294,0,14954327.4509804,4935534.11561174,86998.3409182779,216413.822647059,303412.163565337,15636265.1047418,17475956.0804667,18638955.6842392,1932843.53611436,20571799.2203535,1839690.97572488,22411490.1960784,0,2041.17647058824,203.921568627451,2245.09803921569,2245.09803921569,0,22411490.1960784,0,0,0,0,0,0,0,0,4947.05882352941,0,0,0,0,4947.05882352941,652.941176470588,527.450980392157,125.490196078431,92.156862745098,54.9019607843137,37.2549019607843,260.78431372549,0,1005.88235294118,0,23.5294117647059,0,0,0,0,0,37.2549019607843,0,0,347.058823529412,33.3333333333333,0,0,307.843137254902,0,0,25.4901960784314,0,0,231.372549019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8461538461538
