"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","내급비","소득","직접생산비","간접생산비","생산비 합계_ha당","순수익","총 평가액_ha당","생대추 수량_ha당","건대추_찍초 수량_ha당","건대추_소계 수량_ha당","총 생산량(건대추 기준)_ha당","생대추 평가액_ha당","건대추_소계 평가액_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","골목 눕히기_시간_ha당","골목 뒤집기_시간_ha당","골목 벌채_시간_ha당","골목 세우기_시간_ha당","골목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","가중치"
4,0,0,0,0,0,0,0,0,0,0,0,37,2,415002,6,0.45,0,0.45,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0.38,0,0.38,0,0,0.38,0,0.38,0,0,0,0,0,0,0,15.6666666666667,2,763.157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686315.789473684,1032368.42105263,0,0,0,0,0,1557631.57894737,1405557.01754386,5307.01754385965,1410864.03508772,0,2155263.15789474,0,2155263.15789474,36043628.9473684,0,0,36043628.9473684,5102181.8245614,75790.8992982456,487567.314736842,563358.214035088,38762250.3192982,23272291.8596491,41145810.7719298,2718621.37192982,43864432.1438596,-15489958.4596491,28374473.6842105,0,892.105263157895,4294.73684210526,4294.73684210526,0,28374473.6842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121.05263157895,1621.05263157895,500,0,0,0,47.3684210526316,0,2168.42105263158,0,76.3157894736842,0,0,0,0,0,94.7368421052631,0,231.578947368421,386.842105263158,0,0,0,0,0,0,734.210526315789,0,0,607.894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8421052631579,31.4
4,0,0,0,0,0,0,0,0,0,0,0,37,3,415002,6,0.54,0,0.54,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0.54,0,0.54,0,0,0.54,0,0.54,0,0,0,0,0,0,0,25,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241851.851851852,46296.2962962963,0,0,0,0,0,0,596003.086419753,5555.55555555555,601558.641975309,0,1694444.44444444,0,1694444.44444444,9724888.88888889,1461111.11111111,0,11186000,2765819.90123457,-15495.5987654321,142279.437037037,126783.838271605,11546117.1716049,16209180.0987654,12490708.7901235,1821228.28271605,14311937.0728395,4663062.92716049,18975000,1916.66666666667,0,0,728.333333333333,18975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.592592592592,235.185185185185,407.407407407407,118.518518518519,118.518518518519,0,7.40740740740741,0,768.518518518518,0,0,0,0,0,0,0,31.4814814814815,0,0,240.740740740741,0,0,0,0,0,0,335.185185185185,0,0,161.111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,0,0,0,0,0,0,0,0,99,1,423960,6,0.15,0.15,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,3,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963333.33333333,450666.666666667,8424000,0,0,0,0,0,2849055.55555556,5904000,8753055.55555556,0,16066666.6666667,0,16066666.6666667,6066520,0,0,6066520,20015015.5555556,290482.4,209616.048,500098.448,22633285.1146667,-19001682.2222222,26081535.5555556,16566765.1146667,42648300.6702222,-41634967.3368889,1013333.33333333,126.666666666667,0,0,48.1333333333333,1013333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.666666666667,246.666666666667,0,0,0,0,93.3333333333333,0,340,0,0,0,33.3333333333333,46.6666666666667,0,0,93.3333333333333,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,93.3333333333333,28.3684210526316
4,0,0,0,0,0,0,0,0,0,0,0,99,1,423960,6,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,17,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804000,97500,0,0,0,0,0,0,273550,18660,292210,0,9640000,0,9640000,1694140,2520895,60000,4275035,4174449.32836264,53949.0272,64189.034,118138.0612,11476393.7328374,-2370449.32836264,5892705,9758138.0612,15650843.0612,-13846843.0612,1804000,0,0,220,220,0,1804000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,10,15,10,5,20,110,225,0,0,0,0,0,0,0,60,0,0,20,0,0,0,0,0,0,60,0,0,70,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
4,0,0,0,0,0,0,0,0,0,0,0,99,3,423960,5,0.66,0,0.66,0,0,0.36,0,0.36,0,0,0.3,0,0.3,0,0,0.66,0,0.66,0,0,0.36,0,0.36,0,0,0.3,0,0.3,0,0,32,2,121.212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226363.636363636,166969.696969697,0,12121.2121212121,0,0,0,0,648367.424242424,32727.2727272727,681094.696969697,654545.454545455,1460606.06060606,1145454.54545455,2606060.60606061,4414798.48484849,0,0,4414798.48484849,3310509.24242424,187968.551666667,59771.1375757576,247739.689242424,6123144.23469697,87028278.6363636,6579853.18181818,2853800.29530303,9433653.47712122,80905134.4016667,90338787.8787879,0,162.121212121212,7950,7950,0,90338787.8787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.878787878788,145.454545454545,92.4242424242424,0,0,0,30.3030303030303,0,268.181818181818,0,4.54545454545455,0,0,0,0,0,21.2121212121212,0,0,165.151515151515,0,0,0,0,0,0,39.3939393939394,0,0,37.8787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84615384615385
4,0,0,0,0,0,0,0,0,0,0,0,99,3,423960,6,0.98,0.3,0.68,0,0,0.98,0.3,0.68,0,0,0,0,0,0,0,0.9,0.3,0.6,0,0,0.9,0.3,0.6,0,0,0,0,0,0,0,18.6666666666667,2,966.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036000,83222.2222222222,0,0,3888.88888888889,0,0,430777.777777778,1583054.62962963,3216606.31578947,4799660.9454191,1080000,1482222.22222222,0,1482222.22222222,9778776.66666667,3180131.11111111,211111.111111111,13170018.8888889,11089447.8587685,333327.162952047,182576.456444444,515903.619396491,11936206.7060471,-189447.858768461,21027528.7231969,1998125.84161871,23025654.5648156,-12125654.5648156,10900000,1090,0,0,414.2,10900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.333333333333,371.111111111111,32.2222222222222,201.111111111111,161.111111111111,40,151.111111111111,0,755.555555555556,0,0,0,3.33333333333333,0,0,0,86.6666666666667,0,116.666666666667,174.444444444444,0,0,0,0,0,0,10,20,0,285.555555555556,0,0,0,3.33333333333333,15.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6.84615384615385
4,0,0,0,0,0,0,0,0,0,0,117160,37,1,415002,6,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,20,2,823.529411764706,689176.470588235,0,689176.470588235,0,0,0,0,0,0,0,0,0,0,689176.470588235,295294.117647059,1229411.76470588,0,0,0,0,0,0,1500617.64705882,74883.9009287926,1575501.54798762,768529.411764706,2270588.23529412,0,2270588.23529412,28644011.7647059,1216058.82352941,0,29860070.5882353,6188974.13622291,236062.205841073,397717.016470588,633779.222311662,31548379.2223117,19793378.8049536,34832985.9009288,2904367.45760578,37737353.3585346,-11755000.4173581,25982352.9411765,0,647.058823529412,3835.29411764706,3835.29411764706,0,25982352.9411765,0,0,0,0,0,0,0,0,0,0,0,0,1882.35294117647,1882.35294117647,2117.64705882353,70.5882352941177,2047.05882352941,76.4705882352941,35.2941176470588,41.1764705882353,23.5294117647059,0,2217.64705882353,0,41.1764705882353,0,0,0,0,0,47.0588235294118,0,70.5882352941177,252.941176470588,64.7058823529412,0,0,0,0,0,982.352941176471,0,0,735.294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5294117647059,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,158170,37,1,415002,6,0.28,0,0.28,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,11,2,575,790850,0,790850,0,0,0,0,0,0,0,0,0,0,790850,2361000,322500,0,0,0,0,0,21500,2512422.91666667,45473.6842105263,2557896.60087719,658375,2890000,0,2890000,39502650,0,0,39502650,7127123.60087719,225836.481065789,533181.4,759017.881065789,43151667.8810658,3392376.39912281,46629773.6008772,3649017.88106579,50278791.481943,-39759291.481943,10519500,0,225,1720,1720,0,10519500,0,0,0,0,0,0,0,0,0,0,0,0,3200,3200,2245,2235,10,0,0,0,25,0,2270,0,10,0,0,0,0,0,50,0,60,80,100,0,0,645,0,0,560,0,0,760,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,175740,37,1,415002,6,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0.27,0,0,0,0,0,0,0,29,2,2481.48148148148,650888.888888889,0,650888.888888889,0,0,0,0,0,0,0,0,0,0,650888.888888889,571481.481481481,105925.925925926,0,0,0,0,0,861481.481481481,0,0,0,0,4814814.81481481,0,4814814.81481481,16513800,3077370.37037037,0,19591170.3703704,5682150.14814815,0,270083.757037037,270083.757037037,21598698.5718518,13274516.5185185,22195950.1481481,5084898.57185185,27280848.72,-8324182.05333333,18956666.6666667,1914.81481481481,0,0,727.62962962963,18956666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.77777777778,1977.77777777778,1111.11111111111,277.777777777778,833.333333333333,192.592592592593,92.5925925925926,100,44.4444444444444,0,1348.14814814815,0,0,0,0,0,0,0,88.8888888888889,0,0,266.666666666667,18.5185185185185,0,0,0,0,0,670.37037037037,0,0,303.703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,187460,37,3,415002,6,0.72,0,0.72,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0.67,0,0.67,0,0,26.5,2,582.089552238806,279791.044776119,0,279791.044776119,0,0,0,0,0,0,0,0,0,0,279791.044776119,226119.402985075,301492.537313433,0,0,0,0,0,0,279123.134328358,35634.3283582089,314757.462686567,0,0,1692537.31343284,1692537.31343284,16015611.9402985,0,0,16015611.9402985,3229699.76119403,47164.371641791,208605.385074627,255769.756716418,16271381.6970149,10419106.2089552,17552774.3880597,1948307.07014925,19501081.458209,-5852275.4880597,13648805.9701493,0,76.1194029850746,1964.17910447761,1964.17910447761,0,13648805.9701493,0,0,0,0,0,0,0,0,0,0,0,0,797.014925373134,797.014925373134,952.238805970149,728.358208955224,223.880597014925,0,0,0,19.4029850746269,0,971.641791044776,0,5.97014925373134,0,0,0,0,0,59.7014925373134,0,65.6716417910448,219.402985074627,14.9253731343284,0,0,0,0,0,352.238805970149,10.4477611940298,0,243.283582089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6578947368421
4,0,0,0,0,0,0,0,0,0,0,193310,37,1,415002,6,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,24.5,1,858.823529411765,1137117.64705882,0,1137117.64705882,0,0,0,0,0,0,0,0,0,0,1137117.64705882,806470.588235294,1018235.29411765,0,0,0,0,0,141176.470588235,5687588.23529412,275285.947712418,5962874.18300654,0,3400000,0,3400000,46650547.0588235,0,0,46650547.0588235,9480876.18300654,490097.818823529,616943.983529412,1107041.80235294,51157588.8611765,30567359.1111111,56131423.2418301,4507041.80235294,60638465.044183,-20590229.7500654,40048235.2941176,0,864.705882352941,6176.47058823529,6176.47058823529,0,40048235.2941176,0,0,0,0,0,0,0,0,0,0,0,0,3141.17647058824,3141.17647058824,2776.47058823529,2176.47058823529,600,0,0,0,23.5294117647059,0,2800,0,47.0588235294118,0,11.7647058823529,0,0,0,152.941176470588,0,141.176470588235,864.705882352941,29.4117647058824,0,0,0,0,0,1141.17647058824,0,0,388.235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5294117647059,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,210890,37,3,415002,6,0.59,0,0.59,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0.59,0,0.59,0,0,0.59,0,0.59,0,0,0,0,0,0,0,24,2,830.508474576271,357440.677966102,0,357440.677966102,0,0,0,0,0,0,0,0,0,0,357440.677966102,221694.915254237,3744237.28813559,0,0,0,0,0,575762.711864407,698489.406779661,5401.4272970562,703890.834076717,0,1794915.25423729,0,1794915.25423729,18603335.5932203,0,0,18603335.5932203,6018028.42729706,32334.8151546238,291430.642711864,323765.457866488,20722016.3053241,7018920.72524532,24621364.0205174,2118680.71210378,26740044.7326212,-13703095.5800788,13036949.1525424,0,125.423728813559,1810.16949152542,1810.16949152542,0,13036949.1525424,0,0,0,0,0,0,0,0,0,0,0,0,1084.74576271186,1084.74576271186,1100,859.322033898305,240.677966101695,0,0,0,15.2542372881356,0,1115.25423728814,0,103.389830508475,0,0,0,0,0,30.5084745762712,0,149.152542372881,172.881355932203,8.47457627118644,0,0,0,0,0,413.559322033898,0,0,189.830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4576271186441,15.6578947368421
4,0,0,0,0,0,0,0,0,0,0,21900,99,2,423960,6,0.32,0.32,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,17,2,781.25,68437.5,0,68437.5,0,0,0,0,0,0,0,0,0,0,68437.5,514062.5,281562.5,0,59375,540937.5,1042187.5,0,160937.5,70531.25,12150,82681.25,0,2709375,0,2709375,8295478.125,465625,0,8761103.125,3639766.25,22199.255,141714.67875,163913.93375,11168767.05875,-1046016.25,11935244.375,2873288.93375,14808533.30875,-12214783.30875,2593750,259.375,0,0,98.5625,2593750,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,243.75,187.5,56.25,25,25,0,221.875,0,490.625,0,0,0,0,0,0,0,190.625,0,9.375,40.625,0,0,0,0,0,59.375,59.375,0,0,109.375,0,0,0,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,35.6
4,0,0,0,0,0,0,0,0,0,0,284110,33,1,434170,6,0.26,0,0,0.26,0,0,0,0,0,0,0.26,0,0,0.26,0,0.26,0,0,0.26,0,0,0,0,0,0,0.26,0,0,0.26,0,26,2,1038.46153846154,1092730.76923077,0,1092730.76923077,0,0,0,0,0,0,0,0,0,0,1092730.76923077,2089615.38461538,108076.923076923,0,0,0,439230.769230769,0,1187692.30769231,1871282.05128205,112547.368421053,1983829.4197031,491923.076923077,0,1615384.61538462,1615384.61538462,17806888.4615385,3707692.30769231,184615.384615385,21699196.1538462,13182161.0687598,185727.522550607,336144.970769231,521872.493319838,18481560.8442632,-6876007.22260595,29526464.8043185,2137257.10870445,31663721.9130229,-25357568.0668691,6306153.84615385,92.3076923076923,69.2307692307692,453.846153846154,488.923076923077,1190769.23076923,5115384.61538462,0,0,0,0,0,0,0,0,0,0,0,0,2053.84615384615,2053.84615384615,1173.07692307692,257.692307692308,915.384615384615,300,26.9230769230769,273.076923076923,46.1538461538462,0,1519.23076923077,0,3.84615384615385,0,0,0,0,0,161.538461538462,0,88.4615384615385,326.923076923077,88.4615384615385,0,0,0,0,0,323.076923076923,0,0,492.307692307692,0,0,0,19.2307692307692,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667
4,0,0,0,0,0,0,0,0,0,0,380770,37,1,415002,5,0.21,0.13,0.08,0,0,0.21,0.13,0.08,0,0,0,0,0,0,0,0.14,0.13,0.01,0,0,0.14,0.13,0.01,0,0,0,0,0,0,0,25.3333333333333,2,928.571428571428,2719785.71428571,0,2719785.71428571,0,0,0,0,0,0,0,0,0,0,2719785.71428571,547142.857142857,2488571.42857143,0,0,0,0,0,4197857.14285714,1670000,102302.631578947,1772302.63157895,973035.714285714,5850000,0,5850000,73238442.8571429,4807142.85714286,0,78045585.7142857,17920840.3458647,304774.975639098,1091186.89142857,1395961.86706767,80484404.7242105,86152016.7969925,91159283.2030075,7245961.86706767,98405245.0700752,5667612.07278197,104072857.142857,0,528.571428571429,14985.7142857143,14985.7142857143,0,104072857.142857,0,0,0,0,0,0,0,0,0,0,0,0,7621.42857142857,7621.42857142857,4271.42857142857,3985.71428571429,285.714285714286,485.714285714286,0,485.714285714286,28.5714285714286,0,4785.71428571429,0,228.571428571429,0,0,0,0,0,57.1428571428571,0,800,571.428571428571,71.4285714285714,0,0,0,0,0,1600,0,0,1357.14285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,448140,38,1,389606,6,0.19,0.07,0.12,0,0,0.19,0.07,0.12,0,0,0,0,0,0,0,0.19,0.07,0.12,0,0,0.19,0.07,0.12,0,0,0,0,0,0,0,29,2,1157.89473684211,2358631.57894737,0,2358631.57894737,0,0,0,0,0,0,0,0,0,0,2358631.57894737,1493684.21052632,480000,0,0,0,0,0,225789.473684211,878927.631578947,0,878927.631578947,0,2852631.57894737,0,2852631.57894737,6484036.84210526,1965315.78947368,0,8449352.63157895,7791954.68421053,86894.0034210526,161292.477894737,248186.481315789,9584854.90236842,1200150.57894737,14275991.5263158,3100818.06026316,17376809.5865789,-8384704.32342105,8992105.26315789,0,0,1342.10526315789,1342.10526315789,0,8992105.26315789,0,0,0,0,0,0,0,0,0,0,0,0,5057.8947368421,5057.8947368421,342.105263157895,236.842105263158,105.263157894737,126.315789473684,47.3684210526316,78.9473684210526,52.6315789473684,0,521.052631578947,0,10.5263157894737,0,0,0,0,0,73.6842105263158,0,0,189.473684210526,42.1052631578947,0,0,84.2105263157895,0,0,73.6842105263158,0,0,36.8421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5263157894737,40.1
4,0,0,0,0,0,0,0,0,0,0,70300,37,1,415002,6,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0.11,0,0.11,0,0,0.11,0,0.11,0,0,0,0,0,0,0,29.6666666666667,2,909.090909090909,639090.909090909,0,639090.909090909,0,0,0,0,0,0,0,0,0,0,639090.909090909,1813636.36363636,479090.909090909,0,0,0,0,0,39090.9090909091,2006348.48484848,116267.942583732,2122616.42743222,0,6136363.63636364,0,6136363.63636364,47237672.7272727,0,0,47237672.7272727,5508527.51834131,230414.964226475,622586.414545455,853001.37877193,54227037.7424083,21066927.0271132,52746200.245614,6989365.01513557,59735565.2607496,-33160110.7152951,26575454.5454545,0,536.363636363636,4327.27272727273,4327.27272727273,0,26575454.5454545,0,0,0,0,0,0,0,0,0,0,0,0,1454.54545454545,1454.54545454545,3427.27272727273,172.727272727273,3254.54545454545,0,0,0,27.2727272727273,0,3454.54545454545,0,27.2727272727273,0,0,0,0,0,54.5454545454545,0,200,263.636363636364,90.9090909090909,0,0,972.727272727273,0,0,563.636363636364,0,0,1272.72727272727,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6315789473684
4,0,0,0,0,0,0,0,0,0,0,732250,37,2,415002,6,0.31,0.2,0.11,0,0,0.31,0.2,0.11,0,0,0,0,0,0,0,0.31,0.2,0.11,0,0,0.31,0.2,0.11,0,0,0,0,0,0,0,20,2,838.709677419355,2362096.77419355,0,2362096.77419355,0,0,0,0,0,0,0,0,0,0,2362096.77419355,426129.032258065,989032.258064516,0,0,0,0,0,0,728723.11827957,62425.8064516129,791148.924731183,585935.483870968,3577419.35483871,0,3577419.35483871,28631132.2580645,666870.967741936,0,29298003.2258065,6236215.44086021,176644.774666667,410133.24,586778.014666667,32795329.6275699,12082171.655914,34867347.6989247,4164197.36950538,39031545.0684301,-20713157.9716559,18318387.0967742,916.129032258065,48.3870967741936,1854.83870967742,2202.96774193548,5313548.38709677,13004838.7096774,0,0,0,0,0,0,0,0,0,0,0,0,6883.87096774194,6883.87096774194,1774.1935483871,1058.06451612903,716.129032258065,41.9354838709677,19.3548387096774,22.5806451612903,25.8064516129032,0,1841.93548387097,0,51.6129032258065,0,0,0,0,0,51.6129032258065,0,77.4193548387097,516.129032258065,64.5161290322581,0,0,0,0,0,683.870967741935,0,0,312.903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8709677419355,31.4
4,0,0,0,0,0,0,2264730,0,0,0,0,99,3,423960,6,0.93,0,0.93,0,0,0.93,0,0.93,0,0,0,0,0,0,0,0.93,0,0.93,0,0,0.93,0,0.93,0,0,0,0,0,0,0,17,2,752.688172043011,2435193.5483871,0,2435193.5483871,0,0,0,0,0,0,2435193.5483871,0,0,0,0,937849.462365591,413010.752688172,0,10752.688172043,290322.580645161,0,0,147634.408602151,836806.451612903,4691612.90322581,5528419.35483871,929032.258064516,2767741.93548387,0,2767741.93548387,10608715.0537634,3467440.86021505,0,14076155.9139785,14583615.9139785,497475.12,227055.4,724530.52,14100987.5092473,9997351.82795699,25192330.9677419,3492272.45548387,28684603.4232258,-4103635.68129032,24580967.7419355,2302.15053763441,76.3440860215054,151.612903225806,1026.43010752688,23021505.3763441,1559462.3655914,0,0,0,0,0,0,0,0,11762.3655913979,0,0,0,0,11762.3655913979,452.688172043011,300,152.688172043011,213.978494623656,115.05376344086,98.9247311827957,166.666666666667,0,833.333333333333,0,3.2258064516129,0,4.3010752688172,0,0,0,136.559139784946,0,169.89247311828,148.387096774194,32.258064516129,0,0,0,0,0,129.032258064516,19.3548387096774,0,113.978494623656,0,0,0,4.3010752688172,35.4838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5591397849462,6.84615384615385
4,0,0,0,0,0,0,24260,0,0,0,0,99,1,423960,6,0.4,0,0.4,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,11,2,80,242600,0,242600,0,0,0,0,0,0,242600,0,0,0,0,282000,140000,0,0,0,0,0,0,526916.666666667,24870,551786.666666667,0,960000,0,960000,2238080,179190,0,2417270,1819536.66666667,93895.0485333333,38215.188,132110.236533333,3330190.23653333,5213463.33333333,4057616.66666667,1092110.23653333,5149726.9032,1883273.0968,7033000,140,0,530,583.2,938000,6095000,0,0,0,0,0,0,0,0,1270,0,0,0,0,1270,110,0,110,10,10,0,40,0,160,0,0,0,0,0,0,0,30,0,0,70,20,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
4,0,0,0,0,0,0,24260,0,0,0,0,99,1,423960,6,0.47,0.17,0.3,0,0,0.47,0.17,0.3,0,0,0,0,0,0,0,0.11,0.01,0.1,0,0,0.11,0.01,0.1,0,0,0,0,0,0,0,18.5,2,227.272727272727,220545.454545455,0,220545.454545455,0,0,0,0,0,0,220545.454545455,0,0,0,0,0,286363.636363636,0,0,0,0,0,0,813727.272727273,100545.454545455,914272.727272727,1413787.87878788,1309090.90909091,0,1309090.90909091,13814109.0909091,0,0,13814109.0909091,3258929.6969697,320398.264242424,177580.625454545,497978.88969697,15621178.889697,17565615.7575758,17073038.7878788,1807069.79878788,18880108.5866667,1944436.86787879,20824545.4545455,1000,0,1045.45454545455,1425.45454545455,8000000,12824545.4545455,0,0,0,0,0,0,0,0,1154.54545454545,0,0,0,0,1154.54545454545,872.727272727273,427.272727272727,445.454545454545,0,0,0,0,0,872.727272727273,0,36.3636363636364,0,0,0,0,0,0,0,0,800,36.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3684210526316
