"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","직거래 판매방법_전화주문","직거래 판매방법_인터넷주문","직거래 판매방법_기타온라인판매","직거래 판매방법_직접판매","직거래 판매방법_임산물축제","직거래 판매방법_기타오프라인판매","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 밤의 출하시기_수확 ~ 추석 이전","판매 밤의 출하시기_추석 연휴 판매","판매 밤의 출하시기_추석이후 ~ 12월 31일","판매 밤의 출하시기_1월 1일~설 이전","판매 밤의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_비료살포기","보유 시설 및 장비_기타","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
11,1,3,2,1,1,3,1,2,,29700,0,29700,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1000,26,1,12754.6354,5399.4968,12600,,,11400,,,1200,,,5500,,,1500,,,1,,,0,0,0,0,0,10,90,100,0,0,0,0,0,10,90,0,0,2,,1,45,0,40,15,0,2,150,0,150,60,120,10,850,0,1340,,,,,,,7,,,,,12,13,,,16,,18,,,21,,,24,,,27,,,,,,,,2,,,2,45,,,50,75,,0,0,9997,1,1,1500,,,1,,,,85,15,0,0,0,0,3,,,2,,,1,1,1,9000,3,2,2,2,2,,9,1,1,,,,,6,2,,,,,,,,,,10,,,,,803,7,47.33333
11,1,3,2,3,1,3,1,2,,89100,0,89100,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2520,30,1,16000,4000,18000,,,16000,,,0,,1,4000,,,0,,1,,,,0,100,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,0,50,0,0,1,800,80,130,80,150,20,1000,220,2480,,,,,,,7,,9,,,12,13,,,16,,18,,,21,,,24,,,27,,29,,,,,,1,8,1,1,12,12,90,50,100,90,0,0,9997,1,1,3000,,,1,2,,,65,35,0,0,0,0,3,,,2,,,2,2,1,6000,3,1,2,2,2,,8,2,,,,,,6,1,,,,,,,,,,10,,,,,550,1,47.33333
11,1,3,2,4,1,3,1,1,1,12210,12210,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,350,10,1,7000,1500,3600,,,3600,,,0,,1,1500,,,0,,1,,,,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,2,,1,30,0,70,0,0,1,80,70,30,30,0,10,180,0,400,,,,,,,7,,,10,,,,14,,16,,,,,21,,,24,,,,,,,,,,,2,2,1,1,1,6,50,50,200,90,0,0,1,1,1,1000,,,1,2,,,80,20,0,0,0,0,2,1,,2,,,1,1,1,2000,3,2,2,1,2,,8,2,,,,,,6,1,,,,,,,,,,10,,,,,501,1,47.33333
12,1,1,1,3,2,1,,2,,6000,0,6000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,800,15,1,1500,350,1500,,,1500,,,0,,1,350,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,30,15,5,20,0,10,0,0,80,,,3,,,,7,,9,,,,,14,,16,,,,,,,,24,,,,,29,,,,,,,,1,,,,90,,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,600,3,2,2,2,2,,9,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,14
12,1,1,1,3,3,1,,1,4,183150,118800,64350,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,7400,17,1,11600,11600,32000,,,32000,,,0,,1,11600,,,0,,1,,,,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,0,2,,1,0,25,25,50,0,2,800,450,50,150,0,50,2000,0,3500,,2,,,,,7,,9,,,12,13,,,16,,,,20,,,,,,,,,,,,,,,180,120,1,,1,1,250,,110,100,0,0,2,1,1,6000,,,1,2,,,100,0,0,0,0,0,2,9997,,2,,,1,1,1,12000,3,2,2,2,2,,7,2,,,,,,2,1,,,,,,,,,,,,,,9998,578,2,14
12,1,1,1,4,1,1,,2,,59400,0,59400,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2500,15,1,3500,2000,7000,,,6990,,,0,,1,2000,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,100,85,5,0,120,10,0,0,320,,,,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,29,,,,,,,,5,5,,,20,10,,,0,0,,1,1,1200,,,1,,,,50,50,0,0,0,0,2,3,,2,,,1,1,3,2500,2,1,2,2,2,,8,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,14
12,1,1,1,4,3,1,,1,1,14850,14850,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,600,20,1,5000,380,1300,,,1260,,,0,,1,380,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,30,10,5,10,0,0,0,0,55,,,,4,,,7,,,,,,,14,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,30,20,,,0,0,,1,1,450,,,1,2,,,100,0,0,0,0,0,2,3,,2,,,3,3,3,1000,3,1,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,616,3,14
12,1,1,1,4,3,1,,2,,40000,0,40000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1300,20,1,3000,2200,7000,,,7000,,,0,,1,2200,,,0,,1,,,,80,20,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,123,27,3,5,200,5,26,19,408,,,,,,,7,,9,10,,,,14,,16,,,,,,,,,,,,,,,,,,,2,,1,1,1,,45,30,130,,0,0,2,1,1,4000,,,1,,,,70,30,0,0,0,0,3,,,2,,,3,3,9997,2500,3,2,2,2,2,,9,2,,,,,,6,1,,,,,,,,,9,,,,,,,,14
12,1,1,1,5,5,1,,1,1,10000,10000,0,100,0,50,50,0,100,0,50,50,0,0,0,0,0,0,500,20,1,1267.43,374.02,3700,,,3700,,,50,,,3500,,,50,,,2,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,1,70,30,0,0,0,2,77,50,20,10,0,10,0,0,167,,,,,,,7,,9,,,,,,,16,,18,,,21,,,,,,,,29,,,,,,,,2,2,,,60,25,,,0,0,,1,1,3000,,,1,2,,,50,50,0,0,0,0,3,,,2,,,3,3,3,1500,3,2,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,10,,,,,664,4,14
12,1,1,1,5,5,1,,1,2,23800,23800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,500,30,1,800,320,1150,,,1150,,,0,,1,320,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,0,3,1,6,0,1,150,11,172,,2,,,,,7,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,8,,1,1,1,,20,30,190,,0,0,3,1,1,1000,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,500,3,1,2,2,2,,9,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,14
12,1,1,1,5,5,1,,1,4,9900,9900,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,500,30,1,1500,500,1500,,,1500,,,0,,1,500,,,0,,1,,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,20,20,0,10,0,0,0,0,50,,,,,,,7,,9,10,,,,14,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,25,20,,,0,0,,1,1,500,,,1,2,,,100,0,0,0,0,0,5,,6,2,,,3,3,1,1000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,10,,,,,561,1,14
12,1,1,2,3,4,1,,2,,29700,0,29700,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1000,30,1,3350,3000,20000,,,20000,,,0,,1,3000,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,300,150,0,20,0,0,1525,0,1995,1,,,,,,7,,9,10,,,,,,16,,,,,21,,,24,,,,,,,,,,,5,2,1,1,10,25,30,30,150,80,0,0,1,1,1,500,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,4000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,561,1,14
12,1,1,2,5,5,1,,1,2,29700,29700,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,120,40,1,1500,600,2000,,,2000,,,0,,1,600,,,0,,1,,,,0,0,0,0,90,10,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,10,0,0,0,0,0,0,0,10,1,,,,,,7,,9,10,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,2,2,,,20,25,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,2,1000,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,14
12,1,2,1,2,3,2,1,2,,79200,0,79200,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,8100,23,1,2500,1580,5267,,,5267,,,0,,1,1580,,,0,,1,,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,60,25,147,100,0,30,100,0,462,,2,3,4,5,,7,,9,10,11,12,13,,,16,,,,,21,,,24,,,27,28,,,,,,,,,1,1,,,160,3,,,0,0,,1,1,3000,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,8000,3,2,2,1,2,,3,2,,,,,,2,2,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,3,1,2,1,1,2,19800,19800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,800,20,1,3000,300,1000,,,1000,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,100,30,0,10,0,50,60,0,250,,,,,,,7,,,10,,,,14,,16,,,,,21,,,,,,,,29,,,,,,3,,1,2,1,,50,20,60,,0,0,1,1,1,1000,,,1,2,,,30,70,0,0,0,0,3,,,2,,,3,3,3,1000,3,2,2,2,2,,3,2,,,,,,1,1,1,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,3,2,2,1,1,2,64350,34650,29700,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1950,15,1,16236.8449,9232.9867,3000,,,3000,,,0,,1,900,,,0,,1,,,,30,0,0,0,70,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,100,100,50,20,200,0,550,0,1020,1,,3,,5,,7,8,9,10,,,13,,,16,,,,,21,,,24,,,,28,,,,,,,2,3,1,1,20,15,180,90,130,100,0,0,3,1,1,5000,,,1,2,,,100,0,0,0,0,0,2,2,,2,,,1,1,1,6000,1,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,3,2,2,1,1,4,15000,15000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,1200,20,1,3000,1500,2160,,,2160,,,0,,1,1500,,,0,,1,,,,40,0,0,0,0,60,0,60,0,0,40,0,0,100,0,0,0,2,,2,,,,,,,240,30,10,20,0,5,120,0,425,,,,,,,7,,9,10,11,12,13,,,16,,,,,21,,,,,,27,,,,,,,,2,,2,2,4,,250,50,150,,0,0,3,1,1,1000,,,1,2,,,90,10,0,0,0,0,3,,,2,,,2,2,1,1500,3,2,2,2,2,,3,2,,,,,,2,1,1,,,,,,,,,,,,,,,,56.9322
12,1,2,1,3,2,2,1,2,,29700,0,29700,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,15,1,2000,1500,5000,,,5000,,,0,,1,1500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,100,0,0,0,0,1,100,50,5,0,60,10,0,0,225,,2,,,,,7,,9,10,11,,,14,,16,,,,,,,,24,,,,,29,,,,,,2,,1,,1,,90,,200,,0,0,1,1,1,1000,,,1,2,,,50,50,0,0,0,0,3,,,2,,,2,2,3,2000,2,1,2,2,2,,3,2,,,,,,1,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,3,2,2,6,1,2,54450,24750,29700,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,1500,20,1,4000,2500,10000,,,10000,,,0,,1,1800,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,200,50,0,50,200,10,400,0,910,,,,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,,,,,,,,3,1,1,,15,70,50,,85,0,0,2,1,1,18000,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,2,1,5000,3,1,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,3,3,2,1,1,4,105600,105600,0,100,0,3,97,0,100,0,3,97,0,0,0,0,0,0,4000,17,1,24116.9502,15472.0903,20000,,,20000,,,0,,1,7000,,,0,,1,,,,0,0,0,0,30,70,0,20,80,0,0,0,0,100,0,0,0,2,,1,0,0,40,60,0,2,500,200,500,150,0,0,2500,0,3850,,,,,,,7,,9,,,12,13,14,,16,,,,20,,,23,24,,,,28,,,,,,,2,6,1,1,25,30,90,70,150,100,0,0,3,1,1,30000,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,20000,2,1,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,617,3,56.9322
12,1,2,1,3,3,2,1,2,,17400,0,17400,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1600,20,1,4000,3100,10000,,,10000,,,0,,1,30540,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,112,130,10,20,400,5,500,0,1177,1,2,3,,,,7,,9,,11,12,13,,,16,,,,,21,,,,,,27,,,,,,,,30,20,1,1,1,1,210,210,80,100,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,3000,3,2,2,2,2,,4,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,3,3,2,1,2,,41250,0,41250,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2000,25,1,8000,5000,30000,,,30000,,,0,,1,5000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,500,200,0,50,500,10,1000,0,2260,,,,,,,7,,,,,,,14,,16,,,,,,,,,,,,,,,,,,,1,4,1,1,15,20,60,30,120,95,0,0,3,1,1,12500,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,2,1,8000,3,1,2,2,2,,7,2,,,,,,2,1,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,2,1,3,3,2,1,2,,49500,0,49500,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2000,20,1,2620.063,2280,9000,,,9000,,,0,,1,2500,,,0,,1,,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,1,50,20,30,0,0,2,300,50,20,10,100,50,500,0,1030,,,3,,5,,7,,9,,11,,,14,,16,,,,,,,,24,,,,,29,,,,,,1,5,2,3,5,15,60,20,200,70,0,0,1,1,1,2000,,,1,2,,,60,40,0,0,0,0,2,3,,2,,,3,2,1,3500,2,1,2,2,2,,3,2,,,,,,1,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,4,1,2,4,2,,9900,0,9900,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,25,1,5000,1000,3500,,,3500,,,0,,1,1000,,,0,,1,,,,90,0,0,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,2,,,,,,,150,30,20,10,100,50,100,0,460,,,,,,,7,,9,,11,,,14,,16,,,,,,,,,,,,,29,,,,,,1,5,1,,1,10,100,,150,70,0,0,1,1,1,1500,,,1,2,,,70,30,0,0,0,0,2,3,,2,,,3,2,3,3000,2,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,10,,,13,,,,56.9322
12,1,2,1,4,2,2,1,1,4,122100,122100,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,5000,15,1,5862.0634,2550.1451,18000,,,18000,,,0,,1,5000,,,0,,1,,,,30,0,70,0,0,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,400,400,200,100,0,0,1500,0,2600,,,,,,,7,,9,,,12,13,,,16,,,,,21,,,24,,,,,,,,,,,2,5,1,1,24,24,90,40,90,90,0,0,2,1,1,37000,,,1,2,,,100,0,0,0,0,0,5,,2,4,,3,3,3,1,7000,2,2,2,2,1,12,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,561,1,56.9322
12,1,2,1,4,2,2,1,1,4,89100,89100,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,12765,11,1,3798.452,3215.4,12060,,,12060,,,0,,1,3200,,,0,,1,,,,0,0,100,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,359,95,49,435,40,100,97,0,1175,,2,3,,5,6,7,,9,10,,,13,,,16,,,,,21,,,24,,,27,28,,,,,,,1,1,1,1,5,6,210,70,110,70,0,0,1,1,1,20000,,,1,2,,,100,0,0,0,0,0,4,,1,2,,,1,3,2,7000,3,1,2,3,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,536,1,56.9322
12,1,2,1,4,2,2,1,2,,24255,1155,23100,100,0,61.9047619047619,38.0952380952381,0,100,0,100,0,0,100,0,60,40,0,600,25,1,3000,1500,5000,,,5000,,,0,,1,1500,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,50,30,5,5,200,0,600,0,890,,,3,,5,,7,,9,10,,,13,14,,16,,18,,,21,,,24,,,,28,,,,,,,1,2,1,1,20,25,120,90,120,70,0,0,3,1,1,4000,,,1,2,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,3000,3,1,2,3,2,,4,2,,,,,,3,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,2,2,1,2,,29700,0,29700,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,15,1,7262.9304,4282.4788,1500,,,1300,,,0,,1,400,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,2,,,,,,,70,50,0,0,40,0,200,0,360,1,2,,,5,,7,,9,,11,,,,,16,,,,,21,,,24,,,,,29,,,,,,10,,2,2,1,,30,20,20,,0,0,1,1,3,,,,1,2,,,50,50,0,0,0,0,2,3,,2,,,3,3,3,1000,3,1,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,10,,,,,,,56.9322
12,1,2,1,4,2,2,1,2,,6000,0,6000,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,600,20,1,2346.6537,1196.6093,3000,,,3000,,,0,,1,800,,,0,,1,,,,80,0,0,0,0,20,0,100,0,0,0,0,0,100,0,0,0,2,,2,,,,,,,100,50,20,20,60,0,0,0,250,,2,,,,,7,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,1,,,60,45,,,0,0,,1,1,6000,,,1,2,,,100,0,0,0,0,0,4,,2,3,,3,2,1,1,2000,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,701,5,56.9322
12,1,2,1,4,2,2,1,2,,69300,0,69300,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,2000,18,1,5500,4500,18000,,,1800,,,0,,1,4500,,,0,,1,,,,50,0,0,0,0,50,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,0,50,50,0,2,150,150,200,50,300,20,800,0,1670,,,,,,,7,,,,,,,14,,16,,,,,,,,24,,,,,,,,,,,1,3,1,1,20,20,60,60,110,95,0,0,3,1,1,21000,,,1,,,,100,0,0,0,0,0,5,,4,2,,,3,3,1,8000,3,2,2,2,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,550,1,56.9322
12,1,2,1,4,3,2,1,1,2,19800,19800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,450,20,1,4500,1500,4800,,,4800,,,0,,1,1500,,,0,,1,,,,70,0,0,0,0,30,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,40,60,0,0,1,160,50,10,20,0,10,200,60,510,,2,,,,,7,,9,,,,13,,,16,,,,,21,,,,,,,,,,,,,,10,10,1,1,2,2,60,50,110,85,0,0,1,1,1,3000,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,1,2000,2,2,2,2,2,,7,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,3,2,1,1,3,54450,54450,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,1650,20,1,8000,1200,4000,,,4000,,,0,,1,1200,,,0,,1,,,,40,0,0,0,50,10,0,100,0,0,0,0,0,100,0,0,0,2,,1,0,0,100,0,0,1,100,65,20,20,0,0,900,0,1105,1,,3,4,5,6,7,,9,,,,13,,,16,,,,,21,,,24,,,,28,,,,,,,1,4,1,1,18,20,150,90,130,80,0,0,3,1,1,4000,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,4000,3,2,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,3,2,1,1,4,118800,118800,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,3600,20,1,10000,8000,10000,,,10000,,,0,,1,2500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,0,0,100,0,0,1,400,150,30,50,0,50,2100,0,2780,1,,3,4,5,6,7,,9,10,,12,13,,,16,,18,,,21,,,24,,,,28,,,,,,,6,1,1,1,30,30,150,120,120,100,0,0,3,1,1,10000,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,1,7000,3,1,2,3,2,,4,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,3,2,1,1,4,128700,128700,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,3900,18,1,10000,8000,18000,,,18000,,,0,,1,8000,,,0,,1,,,,50,0,40,0,0,10,0,0,0,0,100,0,0,100,0,0,0,2,,1,0,0,100,0,0,1,300,400,30,20,0,0,1500,0,2250,1,2,3,4,5,6,7,,9,10,11,12,13,,,16,,,,,21,,,24,,,,28,,,,,,,1,1,1,,30,30,300,,130,130,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,4,,9997,2,,,1,1,3,10000,2,1,2,3,2,,9,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,56.9322
12,1,2,1,4,3,2,1,2,,39600,0,39600,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,1500,20,1,3500,1200,4000,,,4000,,,0,,1,1200,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,100,0,0,0,2,,1,50,50,0,0,0,2,100,50,50,0,100,0,0,0,300,1,2,3,,,,7,,9,,,,,14,,16,,,,,21,,,,,,,,29,,,,,,,,1,1,,,50,20,,,0,0,,1,1,1000,,,1,2,,,50,50,0,0,0,0,2,3,,2,,,3,2,3,2500,3,2,2,2,2,,3,2,,,,,,7,1,,,,,,,,,,10,,,,,,,56.9322
