"연령별","무기질비료_질소질_지출액1","무기질비료_인산질_지출액1","무기질비료_가리질_지출액1","무기질비료_복합_지출액1","무기질비료_토양개량제_지출액1","무기질비료_기타_지출액1","유기질비료_퇴구비_지출액1","유기질비료_계분_지출액1","유기질비료_우분_지출액1","유기질비료_돈분_지출액1","유기질비료_기타_지출액1","지역별","규모별","조성비","경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액2","무기질비료_인산질_지출액2","무기질비료_가리질_지출액2","무기질비료_복합_지출액2","무기질비료_토양개량제_지출액2","무기질비료_기타_지출액2","유기질비료_퇴구비_지출액2","유기질비료_계분_지출액2","유기질비료_우분_지출액2","유기질비료_돈분_지출액2","유기질비료_기타_지출액2","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별_시간_ha당","수확 및 운반_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","정지_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","표고목 눕히기_시간_ha당","표고목 뒤집기_시간_ha당","표고목 벌채_시간_ha당","표고목 세우기_시간_ha당","표고목 폐기_시간_ha당","버섯발생작업_시간_ha당","재배장 소독_시간_ha당","종균접종_시간_ha당","천공작업_시간_ha당","표고세척_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
4,0,0,0,0,0,0,832000,0,0,0,0,38,1,242051,6,0.46,0.16,0.3,0,0,0.46,0.16,0.3,0,0,0,0,0,0,0,0.46,0.16,0.3,0,0,0.46,0.16,0.3,0,0,0,0,0,0,0,36,2,347.826086956522,1808695.65217391,0,1808695.65217391,0,0,0,0,0,0,1808695.65217391,0,0,0,0,993478.260869565,203913.043478261,2010869.56521739,0,0,0,0,0,184927.536231884,1158790.47178538,1343718.00801727,0,304347.826086957,0,304347.826086957,3389002.17391304,2378626.08695652,0,5767628.26086957,8981351.61671292,1159108.9160748,116922.69360837,1276031.60968317,11956.5217391304,0,0,0,0,11956.5217391304,11956521.7391304,0,11956521.7391304,0,0,0,0,0,0,0,0,11304.347826087,0,0,0,0,11304.347826087,178.260869565217,19.5652173913043,158.695652173913,147.826086956522,147.826086956522,0,52.1739130434783,0,378.260869565217,0,0,0,0,0,0,0,106.521739130435,0,0,152.173913043478,32.6086956521739,0,0,0,0,0,21.7391304347826,0,0,65.2173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4969381.60968317,2975170.12241752,5353796.20937404,12370353.790626,1580379.43577013,13950733.2263961,-1994211.48726566,104.558823529412
4,0,0,0,0,0,0,912000,0,0,0,0,35,1,258895,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,21,2,545.454545454545,2763636.36363636,0,2763636.36363636,0,0,0,0,0,0,2763636.36363636,0,0,0,0,1039393.93939394,363636.363636364,0,0,15151.5151515152,0,0,0,4537939.39393939,43636.3636363636,4581575.75757576,1696969.6969697,3030303.03030303,0,3030303.03030303,28059200,0,0,28059200,10719258.6363636,631229.248410909,349545.834770909,980775.083181818,9090.90909090909,0,0,0,0,9090.90909090909,30545454.5454545,0,30545454.5454545,0,0,0,0,0,0,0,0,14545.4545454545,0,0,0,0,14545.4545454545,1139.39393939394,1042.42424242424,96.969696969697,0,0,0,460.606060606061,0,1600,0,0,0,0,0,0,0,72.7272727272727,0,0,121.212121212121,145.454545454545,0,0,484.848484848485,0,0,727.272727272727,0,0,48.4848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32070278.1134849,19826195.9090909,19826195.9090909,38778458.6363636,4011078.11348485,42789536.7498485,-12244082.2043939,94.7142857142857
4,0,0,0,0,0,0,960000,0,0,0,2880000,38,3,242051,6,2.71,0.66,0.89,1.16,0,2.71,0.66,0.89,1.16,0,0,0,0,0,0,1.88,0.66,0.89,0.33,0,1.88,0.66,0.89,0.33,0,0,0,0,0,0,30,2,257.978723404255,2042553.19148936,0,2042553.19148936,0,0,0,0,0,0,510638.29787234,0,0,0,1531914.89361702,686702.127659574,128031.914893617,797872.340425532,0,0,0,0,0,299716.312056738,300905.85106383,600622.163120567,0,255319.14893617,0,255319.14893617,3404295.21276596,619460.106382979,0,4023755.31914894,5117292.84397163,296265.416742862,83252.107656383,379517.524399245,11702.1276595745,0,0,0,0,11702.1276595745,11702127.6595745,0,11702127.6595745,0,0,0,0,0,0,0,0,3191.48936170213,0,0,0,3829.78723404255,7021.27659574468,175,127.127659574468,47.8723404255319,38.8297872340425,38.8297872340425,0,34.5744680851064,0,248.404255319149,0,0,0,0,0,0,0,57.4468085106383,0,18.6170212765957,95.2127659574468,29.2553191489362,0,0,0,0,0,0,0,0,47.8723404255319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039131.88610137,6584834.81560284,7204294.92198582,8521588.05673759,634836.673335415,9156424.730073,2545702.92950146,48.7272727272727
4,0,0,0,0,0,10000,0,0,175000,0,0,36,1,251508,5,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,31,2,1000,1850000,100000,1750000,0,0,0,0,0,100000,0,0,1750000,0,0,1260000,726000,2170000,0,0,0,0,40000,1072000,315789.473684211,1387789.47368421,0,3000000,0,3000000,32893870,0,0,32893870,7685297.47368421,320984.737257895,422172.4415855,743157.178843395,22450,0,0,0,0,22450,33675000,0,33675000,0,0,0,0,0,0,5,5,0,0,10000,0,0,10000,1870,990,880,0,0,0,310,0,2180,0,0,0,0,0,0,0,100,0,90,720,120,0,0,120,0,50,740,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36637027.1788434,25989702.5263158,25989702.5263158,40579167.4736842,3743157.1788434,44322324.6525276,-10647324.6525276,90.8205128205128
4,0,0,0,0,0,10000,180000,0,0,0,0,36,1,251508,6,0.85,0,0.85,0,0,0.85,0,0.85,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0.14,0,0.14,0,0,0,0,0,0,0,6.5,2,464.285714285714,1357142.85714286,71428.5714285714,1285714.28571429,0,0,0,0,0,71428.5714285714,1285714.28571429,0,0,0,0,1107142.85714286,198928.571428571,0,0,71428.5714285714,0,0,28571.4285714286,1275476.19047619,53240,1328716.19047619,603809.523809524,928571.428571429,0,928571.428571429,10278728.5714286,0,0,10278728.5714286,4947248,260902.479657571,141396.179777143,402298.659434714,5357.14285714286,0,0,0,0,5357.14285714286,10714285.7142857,0,10714285.7142857,0,0,0,0,0,0,7.14285714285714,7.14285714285714,7142.85714285714,0,0,0,0,7142.85714285714,585.714285714286,271.428571428571,314.285714285714,0,0,0,92.8571428571428,0,678.571428571429,0,0,0,0,0,0,0,71.4285714285714,0,0,457.142857142857,42.8571428571429,0,0,0,0,0,71.4285714285714,0,0,21.4285714285714,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11609598.6594347,5767037.71428571,5767037.71428571,15225976.5714286,1330870.08800614,16556846.6594347,-5842560.945149,90.8205128205128
4,0,0,0,0,0,11000,640000,0,0,0,1600000,38,2,242051,6,0.9,0,0.9,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0.9,0,0.9,0,0,0,0,0,0,0,26,2,255.555555555556,2501111.11111111,12222.2222222222,2488888.88888889,0,0,0,0,0,12222.2222222222,711111.111111111,0,0,0,1777777.77777778,690000,138888.888888889,3436666.66666667,0,0,0,0,0,105185.185185185,114277.777777778,219462.962962963,0,222222.222222222,0,222222.222222222,2677667.77777778,1428760,0,4106427.77777778,8656940.62962963,113946.2835825,117882.284383611,231828.567966111,19444.4444444444,0,0,0,0,19444.4444444444,19444444.4444444,0,19444444.4444444,0,0,0,0,0,0,0.555555555555556,0.555555555555556,4444.44444444444,0,0,0,4444.44444444444,8888.88888888889,147.777777777778,60,87.7777777777778,88.8888888888889,88.8888888888889,0,28.8888888888889,0,265.555555555556,0,0,0,0,0,0,0,80,0,0,115.555555555556,28.8888888888889,0,0,0,0,0,0,0,0,41.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131718.56796611,10787503.8148148,12216263.8148148,11334608.4074074,454050.790188333,11788659.1975957,7655785.2468487,49.0555555555556
4,0,0,0,0,0,111000,0,25200,0,0,0,33,1,235300,5,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,20,2,500,1362000,1110000,252000,0,0,0,0,0,1110000,0,252000,0,0,0,320900,200000,0,0,0,0,0,2110000,756000,0,756000,840000,108600,0,108600,38632780,2000000,100000,40732780,7829122.1342965,118390.818,484900.168572,603290.986572,27800,0,9300,0,36735,64535,41700000,91837500,133537500,0,0,0,0,0,0,654,654,0,2400,0,0,0,2400,2260,1560,700,80,80,0,210,0,2550,0,0,0,0,0,0,0,460,0,200,1280,100,0,0,0,0,150,150,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39439748.8522755,125708377.865704,127713300,46556980,711890.986572,47268870.986572,86268629.013428,66.3846153846154
4,0,0,0,0,0,140000,60000,800000,0,0,0,99,2,243327,6,0.89,0,0.82,0.07,0,0.82,0,0.75,0.07,0,0.07,0,0.07,0,0,0.89,0,0.82,0.07,0,0.82,0,0.75,0.07,0,0.07,0,0.07,0,0,31.3,2,303.370786516854,1123595.50561798,157303.370786517,966292.134831461,0,0,0,0,0,157303.370786517,67415.7303370786,898876.404494382,0,0,0,968314.606741573,60674.1573033708,0,0,0,0,0,33707.8651685393,314606.741573034,104413.483146067,419020.224719101,52434.4569288389,2662921.34831461,561797.752808989,3224719.1011236,2880332.58426966,2456683.14606742,242696.629213483,5579712.35955056,6031270.4660153,153822.116321139,84196.3026265168,238018.418947655,6067.41573033708,1460.67415730337,0,0,4425.84269662921,10493.2584269663,9101123.59550562,13277528.0898876,22378651.6853933,0,0,0,0,0,0,8.98876404494382,8.98876404494382,3370.78651685393,6741.57303370786,0,0,0,10112.3595505618,148.314606741573,44.9438202247191,103.370786516854,179.775280898876,98.876404494382,80.8988764044944,40.4494382022472,0,368.539325842697,0,0,0,0,0,0,0,62.9213483146067,0,0,251.685393258427,26.9662921348315,0,0,0,0,8.98876404494382,0,0,0,17.9775280898876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5912253.23008591,16347381.219378,19477577.8689139,8480786.17602996,3462737.52007125,11943523.6961012,10435127.989292,79.8
4,0,0,0,0,0,20000,43000,0,0,0,85000,37,1,256777,6,0.3,0,0.3,0,0,0.13,0,0.13,0,0,0.17,0,0.17,0,0,0.12,0,0.12,0,0,0.05,0,0.05,0,0,0.07,0,0.07,0,0,67,2,325,1233333.33333333,166666.666666667,1066666.66666667,0,0,0,0,0,166666.666666667,358333.333333333,0,0,0,708333.333333333,1440000,300000,4366666.66666667,0,0,0,0,0,1352000,0,1352000,2100000,750000,833333.333333333,1583333.33333333,20465233.3333333,4092666.66666667,0,24557900,15974777,322268.04625,345825.867535,668093.913785,25000,0,0,0,0,25000,25000000,0,25000000,0,0,0,0,0,0,166.666666666667,166.666666666667,1666.66666666667,0,0,0,1666.66666666667,3333.33333333333,1008.33333333333,1008.33333333333,0,333.333333333333,0,333.333333333333,175,0,1516.66666666667,0,0,0,0,0,0,0,133.333333333333,0,666.666666666667,666.666666666667,8.33333333333333,0,0,0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21883327.2471183,9025223,13951223,35606677,2251427.24711833,37858104.2471183,-12858104.2471183,96.0131578947368
4,0,0,0,0,0,21000,0,0,140000,0,0,36,1,251508,5,0.38,0,0.36,0,0.02,0.17,0,0.15,0,0.02,0.21,0,0.21,0,0,0.38,0,0.36,0,0.02,0.17,0,0.15,0,0.02,0.21,0,0.21,0,0,23.8,1,321.052631578947,423684.210526316,55263.1578947368,368421.052631579,0,0,0,0,0,55263.1578947368,0,0,368421.052631579,0,0,1118421.05263158,265000,1717105.26315789,0,0,0,0,1668421.05263158,8638421.05263158,33240.9972299169,8671662.0498615,0,1426315.78947368,1684210.52631579,3110526.31578947,10789510.5263158,5263157.89473684,0,16052668.4210526,21063170.0498615,121200.387049631,230334.106745,351534.493794631,14473.6842105263,0,3157.89473684211,2105.26315789474,18852.6315789474,33326.3157894737,21710526.3157895,26561052.6315789,48271578.9473684,0,0,0,0,0,0,2.10526315789474,2.10526315789474,0,0,2105.26315789474,0,0,2105.26315789474,305.263157894737,305.263157894737,0,421.052631578947,0,421.052631578947,257.894736842105,0,984.210526315789,0,0,0,0,0,0,0,36.8421052631579,0,21.0526315789474,636.842105263158,26.3157894736842,0,0,39.4736842105263,0,21.0526315789474,157.894736842105,0,0,42.1052631578947,0,0,0,0,2.63157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12567360.8095841,27208408.8975069,34155777.3185595,30168470.0498615,3462060.8095841,33630530.8594456,14641048.0879228,90.8205128205128
4,0,0,0,0,0,30000,40290,0,0,0,0,36,3,251508,6,1.37,0.35,0.89,0.13,0,1.37,0.35,0.89,0.13,0,0,0,0,0,0,1.37,0.35,0.89,0.13,0,1.37,0.35,0.89,0.13,0,0,0,0,0,0,19.375,2,397.080291970803,51306.5693430657,21897.8102189781,29408.7591240876,0,0,0,0,0,21897.8102189781,29408.7591240876,0,0,0,0,1637372.26277372,491562.04379562,0,0,0,0,0,2113138.68613139,1208126.52068127,247699.124087591,1455825.64476886,240875.912408759,87195.6204379562,0,87195.6204379562,2231810.2189781,1082067.15328467,0,3313877.37226277,7323656.27250608,157249.599631651,82475.2171418248,239724.816773475,4719.70802919708,0,0,0,0,4719.70802919708,7079562.04379562,0,7079562.04379562,0,0,0,0,0,0,2.18978102189781,2.18978102189781,74.4525547445255,0,0,0,0,74.4525547445255,1.45985401459854,0,1.45985401459854,17.5182481751825,17.5182481751825,0,97.8102189781022,40.8759124087591,157.664233576642,0,0,0,0,0,0,0,85.4014598540146,0,0,0,17.5182481751825,0,0,0,0,5.83941605839416,35.036496350365,0,0,13.8686131386861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558730.65618953,-244094.228710463,837972.924574208,9555466.49148419,326920.437211432,9882386.92869562,-2802824.8849,42
4,0,0,0,0,0,30000,570000,0,0,0,0,35,2,258895,6,0.65,0,0.42,0.23,0,0.65,0,0.42,0.23,0,0,0,0,0,0,0.58,0,0.35,0.23,0,0.58,0,0.35,0.23,0,0,0,0,0,0,24,2,250,1034482.75862069,51724.1379310345,982758.620689655,0,0,0,0,0,51724.1379310345,982758.620689655,0,0,0,0,570689.655172414,41379.3103448276,0,0,0,0,0,0,245402.298850575,0,245402.298850575,0,1827586.20689655,0,1827586.20689655,3863724.13793103,0,0,3863724.13793103,2150849.02298851,10226.0436666667,59740.4823,69966.5259666667,62.0689655172414,0,117.241379310345,0,463.103448275862,525.172413793103,124137.931034483,1157758.62068966,1281896.55172414,0,0,0,0,0,0,2.58620689655172,2.58620689655172,5172.41379310345,0,0,0,0,5172.41379310345,186.206896551724,101.724137931034,84.4827586206897,0,0,0,53.448275862069,0,239.655172413793,0,0,0,0,0,0,0,56.8965517241379,0,12.0689655172414,110.344827586207,13.7931034482759,0,0,0,0,0,20.6896551724138,0,0,22.4137931034483,0,0,0,0,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5761276.87079425,-868952.471264368,-868952.471264368,6014573.16091954,1897552.73286322,7912125.89378276,-6630229.34205862,39.1428571428571
4,0,0,0,0,0,32000,0,0,525000,0,0,36,1,251508,6,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,19,2,519.230769230769,2142307.69230769,123076.923076923,2019230.76923077,0,0,0,0,0,123076.923076923,0,0,2019230.76923077,0,0,382307.692307692,484807.692307692,57692.3076923077,0,0,0,0,134615.384615385,4195858.97435897,180089.149797571,4375948.12415655,676923.076923077,2961538.46153846,0,2961538.46153846,20240319.2307692,0,0,20240319.2307692,8506109.97031039,533413.434111296,254150.5013825,787563.935493796,9946.15384615385,0,0,0,0,9946.15384615385,14919230.7692308,0,14919230.7692308,0,0,0,0,0,0,7.69230769230769,7.69230769230769,0,0,11538.4615384615,0,0,11538.4615384615,1034.61538461538,600,434.615384615385,0,0,0,273.076923076923,0,1307.69230769231,0,0,0,0,0,0,0,96.1538461538461,0,0,0,107.692307692308,0,0,61.5384615384615,0,30.7692307692308,769.230769230769,0,0,161.538461538462,0,0,0,0,0,19.2307692307692,61.5384615384615,0,0,0,0,0,0,0,0,0,0,0,0,23989421.6278015,6413120.79892038,6413120.79892038,28746429.2010796,3749102.39703226,32495531.5981119,-17576300.8288811,90.8205128205128
4,0,0,0,0,0,357000,86000,0,0,0,85000,37,1,256777,6,0.46,0,0.36,0.1,0,0.46,0,0.36,0.1,0,0,0,0,0,0,0.43,0,0.33,0.1,0,0.43,0,0.33,0.1,0,0,0,0,0,0,43.6666666666667,2,325.581395348837,1227906.97674419,830232.558139535,397674.418604651,0,0,0,0,0,830232.558139535,200000,0,0,0,197674.418604651,151162.790697674,155813.953488372,186046.511627907,0,0,0,0,0,598325.581395349,0,598325.581395349,1004651.1627907,627906.976744186,0,627906.976744186,6009139.53488372,0,0,6009139.53488372,3580683.97674419,128882.30791814,83806.710894186,212689.018812326,10813.9534883721,0,0,381.395348837209,1155.62790697674,11969.5813953488,21453488.372093,3790459.53488372,25243947.9069767,0,0,0,0,0,0,2326.74418604651,2326.74418604651,930.232558139535,0,0,0,465.116279069767,1395.3488372093,216.279069767442,216.279069767442,0,0,0,0,109.302325581395,0,325.581395348837,0,0,0,0,0,0,0,23.2558139534884,0,23.2558139534884,186.046511627907,6.97674418604651,0,0,0,0,0,0,0,0,86.046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6849735.53044023,21663263.9302326,21663263.9302326,9589823.51162791,840595.995556512,10430419.5071844,14813528.3997923,96.0131578947368
4,0,0,0,0,0,54000,129000,0,0,0,0,37,1,256777,5,0.4,0.22,0.18,0,0,0.4,0.22,0.18,0,0,0,0,0,0,0,0.2,0.11,0.09,0,0,0.2,0.11,0.09,0,0,0,0,0,0,0,37,2,300,915000,270000,645000,0,0,0,0,0,270000,645000,0,0,0,0,246800,105000,10390000,0,0,0,0,0,1386800,116160,1502960,230400,650000,0,650000,21505860,7040600,0,28546460,20687537,228623.1642752,435869.673779,664492.8380542,41000,0,0,2000,6060,47060,41000000,19876800,60876800,0,0,0,0,0,0,10,10,3000,0,0,0,0,3000,1090,800,290,480,280,200,220,0,1790,0,0,0,0,0,0,0,390,0,300,940,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22820352.8380542,40189263,47229863,42193397,1314492.8380542,43507889.8380542,17368910.1619458,96.0131578947368
4,0,0,0,0,0,55000,0,0,0,0,0,36,1,251508,6,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,21,2,590.909090909091,166666.666666667,166666.666666667,0,0,0,0,0,0,166666.666666667,0,0,0,0,0,1671212.12121212,233939.393939394,0,0,0,0,0,1757575.75757576,599272.727272727,23349.2822966507,622622.009569378,0,0,3030303.03030303,3030303.03030303,9237787.87878788,0,0,9237787.87878788,7733826.97926635,-20051.1942049123,141669.811759091,121618.617554179,9142.42424242424,0,0,0,0,9142.42424242424,13713636.3636364,0,13713636.3636364,0,0,0,0,0,0,10.6060606060606,10.6060606060606,0,0,0,0,0,0,354.545454545455,139.393939393939,215.151515151515,0,0,0,206.060606060606,0,560.606060606061,0,0,0,0,0,0,0,109.090909090909,0,0,0,0,0,0,48.4848484848485,0,69.6969696969697,278.787878787879,0,0,54.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9359406.49634206,5979809.38437002,9010112.41467305,13941311.8277512,3151921.64785721,17093233.4756084,-3379597.11197204,90.8205128205128
4,0,0,0,0,0,56000,0,0,0,0,0,36,2,251508,6,0.96,0,0.96,0,0,0.96,0,0.96,0,0,0,0,0,0,0,0.96,0,0.96,0,0,0.96,0,0.96,0,0,0,0,0,0,0,21,2,145.833333333333,58333.3333333333,58333.3333333333,0,0,0,0,0,0,58333.3333333333,0,0,0,0,0,668750,64583.3333333333,0,0,0,0,0,892708.333333333,206311.111111111,39769.4627192982,246080.573830409,0,3020833.33333333,0,3020833.33333333,2517128.125,0,0,2517128.125,2181963.57383041,48612.9882802502,45551.2263551563,94164.2146354064,2693.75,0,0,0,0,2693.75,4040625,0,4040625,0,0,0,0,0,0,3.02083333333333,3.02083333333333,0,0,0,0,0,0,55.2083333333333,29.1666666666667,26.0416666666667,0,0,0,78.125,0,133.333333333333,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8.33333333333333,0,22.9166666666667,57.2916666666667,0,0,19.7916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632125.67296874,1858661.42616959,1858661.42616959,4699091.69883041,3114997.54796874,7814089.24679915,-3773464.24679915,55.2666666666667
4,0,0,0,0,0,560000,0,0,0,0,1700000,37,3,256777,6,1.15,0,1.15,0,0,0.89,0,0.89,0,0,0.26,0,0.26,0,0,1,0,1,0,0,0.82,0,0.82,0,0,0.18,0,0.18,0,0,30.3333333333333,2,310,2260000,560000,1700000,0,0,0,0,0,560000,0,0,0,0,1700000,1239800,70000,5240000,0,0,0,0,0,363680,41450.7789473684,405130.778947368,0,270000,150000,420000,17784828,3275000,0,21059828,12896707.7789474,51585.6721203419,323836.0524062,375421.724526542,20000,0,0,0,0,20000,20000000,0,20000000,0,0,0,0,0,0,1600,1600,0,0,0,0,4000,4000,1065,982,83,200,200,0,41,0,1306,0,0,0,0,0,0,0,72,0,440,570,44,0,0,100,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18430249.7245265,7103292.22105263,10528292.2210526,30531535.7789474,795421.724526542,31326957.5034739,-11326957.5034739,44.6666666666667
4,0,0,0,0,0,60000,79000,0,50000,0,43000,36,1,251508,6,0.36,0,0.36,0,0,0.36,0,0.36,0,0,0,0,0,0,0,0.36,0,0.36,0,0,0.36,0,0.36,0,0,0,0,0,0,0,15,2,372.222222222222,644444.444444444,166666.666666667,477777.777777778,0,0,0,0,0,166666.666666667,219444.444444444,0,138888.888888889,0,119444.444444444,1578611.11111111,638138.888888889,0,19444.4444444444,0,0,0,22222.2222222222,1893425.92592593,122008.333333333,2015434.25925926,0,80666.6666666667,0,80666.6666666667,4516350,637666.666666667,0,5154016.66666667,5807470.03703704,140137.027677981,87349.8489594444,227486.876637426,4788.88888888889,0,0,0,0,4788.88888888889,7183333.33333333,0,7183333.33333333,0,0,0,0,0,0,16.6666666666667,16.6666666666667,555.555555555556,0,1388.88888888889,0,277.777777777778,2222.22222222222,180.555555555556,0,180.555555555556,41.6666666666667,41.6666666666667,0,108.333333333333,0,330.555555555556,0,0,0,0,0,0,0,50,0,0,0,75,0,0,13.8888888888889,0,8.33333333333333,125,0,0,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4824503.54330409,1375863.2962963,2013529.96296296,10323820.037037,308153.543304093,10631973.5803411,-3448640.2470078,90.8205128205128
4,0,0,0,0,0,72000,0,0,280000,0,120000,36,1,251508,6,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0.24,0,0.24,0,0,0,0,0,0,0,37,2,475,1966666.66666667,300000,1666666.66666667,0,0,0,0,0,300000,0,0,1166666.66666667,0,500000,807083.333333333,325833.333333333,775000,0,0,0,0,2060833.33333333,1228583.33333333,95330.7894736842,1323914.12280702,0,3004166.66666667,0,3004166.66666667,21120495.8333333,0,0,21120495.8333333,7510838.78947369,188809.52955011,293330.733755625,482140.263305735,7333.33333333333,0,416.666666666667,583.333333333333,3413.33333333333,10746.6666666667,7333333.33333333,9911983.33333333,17245316.6666667,0,0,0,0,0,0,1260,1260,0,0,6666.66666666667,0,1666.66666666667,8333.33333333333,862.5,491.666666666667,370.833333333333,0,0,0,391.666666666667,0,1254.16666666667,0,0,0,0,0,0,0,204.166666666667,0,25,279.166666666667,75,0,0,62.5,0,41.6666666666667,429.166666666667,0,0,137.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24606802.7633057,9734477.87719298,9734477.87719298,28631334.622807,3486306.9299724,32117641.5527794,-14872324.8861128,90.8205128205128
