"지역","구분","독림가구분","연령","임업 시작연도","선정연도","본인여부","본인이 아닌 응답자","최근3년간 임업경영활동 유무","임업경영인이 된 동기","전겸업여부","겸업 업종","임업종사일수","주업종","장기경영계획 유무","거주지역위치","산림소유여부","산림경영계획 유무","산림경영계획 면적","기타내용_1","매입_1","상속_1","증여_1","기타_1","총 소유산림면적","산림매입방법_부동산중개소","산림매입방법_지인소개","산림매입방법_경매","산림매입방법_기타","산림경영투자","기타내용_2","육림사업_1","병해충 방제_1","시비작업_1","임도개설_1","기타_2","총 투자금액","적정한 영림업 규모","가구총수입","임업총수입","임업수입 증감","임업수입 증가이유","임업수입 감소이유","생산항목1","생산항목2","생산항목3","생산항목4","생산항목5","생산항목6","생산항목7","생산항목8","생산항목9","생산항목10","생산항목11","생산항목12","생산항목13","생산항목14","생산항목15","생산항목16","생산항목17","생산항목18","생산항목19","생산항목20","유실수기타","조경재업기타","조경재업기타 단위","임산버섯기타","기타_3","기타단위","목재생산_수량","밤_수량","떫은감_수량","대추_수량","호두_수량","기타_수량_1","조경수_수량","분재_수량","잔디_수량","야생화_수량","기타_수량_2","건표고_수량","생표고_수량","송이_수량","기타_수량_3","산채류_수량","약용류_수량","수액채취_수량","목탄_수량","기타_수량_4","목재생산_판매액","밤_판매액","떫은감_판매액","대추_판매액","호두_판매액","기타_판매액_1","조경수_판매액","분재_판매액","잔디_판매액","야생화_판매액","기타_판매액_2","건표고_판매액","생표고_판매액","송이_판매액","기타_판매액_3","산채류_판매액","약용류_판매액","수액채취_판매액","목탄_판매액","기타_판매액_4","목재생산_2018년 생산량예상","밤_2018년 생산량예상","떫은감_2018년 생산량예상","대추_2018년 생산량예상","호두_2018년 생산량예상","기타_2018년 생산량예상_1","조경수_2018년 생산량예상","분재_2018년 생산량예상","잔디_2018년 생산량예상","야생화_2018년 생산량예상","기타_2018년 생산량예상_2","건표고_2018년 생산량예상","생표고_2018년 생산량예상","송이_2018년 생산량예상","기타_2018년 생산량예상_3","산채류_2018년 생산량예상","약용류_2018년 생산량예상","수액채취_2018년 생산량예상","목탄_2018년 생산량예상","기타_2018년 생산량예상_4","목재생산_2019년 생산량예상","밤_2019년 생산량예상","떫은감_2019년 생산량예상","대추_2019년 생산량예상","호두_2019년 생산량예상","기타_2019년 생산량예상","조경수_2019년 생산량예상","분재_2019년 생산량예상","잔디_2019년 생산량예상","야생화_2019년 생산량예상","기타_2019년 생산량예상_1","건표고_2019년 생산량예상","생표고_2019년 생산량예상","송이_2019년 생산량예상","기타_2019년 생산량예상_2","산채류_2019년 생산량예상","약용류_2019년 생산량예상","수액채취_2019년 생산량예상","목탄_2019년 생산량예상","기타_2019년 생산량예상_3","기타내용_3","인건비_1","장비운영비_1","시설유지비_1","재료비_1","토지임차료_1","기타_4","비용합계","기타내용_4","육림작업_1","조림작업_1","산림순시_1","병해충 방제_2","시비작업_2","제초작업_1","수확작업_1","기타_5","노동력합계","자가노동비율","기타내용_5","여유자금_1","정부융자_1","정부보조_1","금융권대출_1","사채_1","기타_6","총부채","임업경영부채","임업정책자금 지원경험","숲가꾸기^ 임도시설 등 경영기반조성","전문임업인기반조성","사립휴양시설조성","단기산림소득지원","목재이용활성화지원","임야매입자금","기타_7","정부지원확대사업","정책자금지원받지않은 이유","임산물 판매유무","목재류판매유무","단기소득임산물판매유무","기타내용_6","목상","수집상_1","제재소","목탄·목초액 생산자","표고버섯 재배자","기타_8","기타내용_7","소비자직거래","농협","산림조합","도소매상","수집상","백화점","기타_9","기타내용_8","직접판매","전화주문판매","인터넷판매","기타_10","필요한정보습득경로","정보 충분성","정보 부족분야","문제의논대상","장래전망_1","장래전망 밝은 이유","장래전망 어두운 이유","향후 계획","줄이거나 중단하려는 이유","애로사항","보조지원 충분성_1","융자지원 충분성_1","세제지원 충분성_1","관련전공 수료여부","기타내용_9","국가및공공기관_1","지자체_1","관련협회단체_1","기타_11","교육횟수합계","정부역할","정보원하는 분야","완화되어야할 규제","MID","nid","X","X1","Y1","경영인 구분","산림소재지","선정연도별","연령별","성별","전/겸업별","산림규모별","임업수입별","주요업종별","선정연도별2","가중값","(대푯값)연령","(대푯값)선정연도","(대푯값)임업종사일수","(대푯값)매입","(대푯값)상속","(대푯값)증여","(대푯값)기타_1","(대푯값)총 소유산림면적","(대푯값)육림사업","(대푯값)병해충 방제_1","(대푯값)시비작업_1","(대푯값)임도개설","(대푯값)기타_2","(대푯값)총 투자금액","(대푯값)가구총수입","(대푯값)임업총수입","(대푯값)목재생산_수량","(대푯값)밤_수량","(대푯값)떫은감_수량","(대푯값)대추_수량","(대푯값)호두_수량","(대푯값)기타_수량_1","(대푯값)조경수_수량","(대푯값)분재_수량","(대푯값)잔디_수량","(대푯값)야생화_수량","(대푯값)기타_수량_2","(대푯값)건표고_수량","(대푯값)생표고_수량","(대푯값)송이_수량","(대푯값)기타_수량_3","(대푯값)산채류_수량","(대푯값)약용류_수량","(대푯값)수액채취_수량","(대푯값)목탄_수량","(대푯값)기타_수량_4","(대푯값)목재생산_판매액","(대푯값)밤_판매액","(대푯값)떫은감_판매액","(대푯값)대추_판매액","(대푯값)호두_판매액","(대푯값)기타_판매액_1","(대푯값)조경수_판매액","(대푯값)분재_판매액","(대푯값)잔디_판매액","(대푯값)야생화_판매액","(대푯값)기타_판매액_2","(대푯값)건표고_판매액","(대푯값)생표고_판매액","(대푯값)송이_판매액","(대푯값)기타_판매액_3","(대푯값)산채류_판매액","(대푯값)약용류_판매액","(대푯값)수액채취_판매액","(대푯값)목탄_판매액","(대푯값)기타_판매액_4","(대푯값)인건비","(대푯값)장비운영비","(대푯값)시설유지비","(대푯값)재료비","(대푯값)토지임차료","(대푯값)기타_3","(대푯값)비용합계","(대푯값)육림작업","(대푯값)조림작업","(대푯값)산림순시","(대푯값)병해충 방제_2","(대푯값)시비작업_2","(대푯값)제초작업","(대푯값)수확작업","(대푯값)기타_4","(대푯값)노동력합계","(대푯값)자가노동비율","(대푯값)총부채","(대푯값)임업경영부채","(대푯값)국가및공공기관","(대푯값)지자체","(대푯값)관련협회단체","(대푯값)기타_5","(대푯값)교육횟수합계","(대푯값)장래전망","정보충분성","장래전망_2","보조지원 충분성_2","융자지원 충분성_2","세제지원 충분성_2","매입_2","상속_2","증여_2","기타_12","총 산림면적","육림사업_2","병해충 방제_3","시비작업_3","임도개설_2","기타_13","총 투자 금액","목재","밤","떫은감","대추","호두","기타 유실수","조경수","분재","잔디","야생화","기타 조경재","건표고","생표고","송이","기타버셧류","산채류","약용류","수액채취","목탄","기타 임산물","인건비_2","장비운영비_2","시설유지비_2","재료비_2","토지임차료_2","기타_14","총 임업경영비","육림작업_2","조림작업_2","산림순시_2","병해충 방재_4","시비작업_4","제초작업_2","수확작업_2","기타_15","총 투입노동력","여유자금_2","정부융자_2","정부보조_2","금융권대출_2","사채_2","기타_16","합계","국가및공공기관_2","지자체_2","관련 협회나 단체_2","기타_17","계"
13,2,,3,2012,5,1,,1,4,3,97,4,3,2,3,1,2,,98,1,2,1,1,2,,,,,1,98,1,1,1,0,0,1,2,3,1,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,98,2,3,1,3,1,1,4,98,4,2,4,2,2,2,1,1,4,4,98,100,0,0,0,0,0,3,2,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,6,4,3,3,2,1,,1,,1,3,3,3,2,98,1,1,1,1,1,3,,,32619,1122,1,1,1,2,4,5,3,1,2,2,1,3,2,0.987173,51,2015,150,0,2,0,0,2,200,50,50,0,0,300,2000,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,56,200,0,100,0,0,356,100,10,100,6,3,3,0,0,222,80,2500,1000,0,0,0,0,0,4,4.2,5.1,4.2,4.2,4.2,0,2,0,0,2,200,50,50,0,0,300,,,,,,,0,,,,,,,,,,,,,,56,200,0,100,0,0,356,100,10,100,6,3,3,0,0,222,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2012,5,1,,1,97,3,1,3,9,2,1,1,2,,98,2,1,1,1,2,2,,,,2,,,,,,,,2,6,3,2,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,98,3,1,1,3,1,1,3,98,2,1,1,2,2,2,3,1,4,4,98,100,0,0,0,0,0,6,3,1,4,,,,,,,6,,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,10,90,0,0,2,3,2,3,4,,4,2,,3,3,3,3,2,98,1,1,1,1,1,2,,1,32620,1023,1,1,1,2,4,5,3,1,2,2,3,6,2,0.987173,53,2015,90,0.1,0,0,0,0.1,,,,,,,9000,2000,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,,,,,,,,,,2000,,,,100,0,0,100,0,0,200,30,0,0,10,3,10,65,0,118,80,8000,2000,0,0,0,0,0,2,4.2,5.3,4.2,4.2,4.2,0.1,0,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,2000,,,,100,0,0,100,0,0,200,30,0,0,10,3,10,65,0,118,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2013,5,1,,1,1,2,97,3,9,2,1,1,2,,98,2,1,1,1,2,2,,,,2,,,,,,,,4,3,3,3,,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,98,4,2,2,4,1,1,5,98,1,1,1,2,2,2,4,1,4,4,98,100,0,0,0,0,0,7,5,2,,,,,,,,,4,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,20,60,20,0,6,4,4,3,4,,1,2,,3,4,4,4,2,98,1,1,1,1,1,4,,,32620,1013,1,1,1,2,4,5,3,1,2,2,3,6,2,0.987173,52,2016,120,3,0,0,0,3,,,,,,,3000,2000,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,2000,,,,300,50,50,300,0,0,700,0,0,0,10,10,20,110,0,150,80,10000,6000,0,0,0,0,0,2,4.2,5.3,4.2,4.2,4.2,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,2000,,,,300,50,50,300,0,0,700,0,0,0,10,10,20,110,0,150,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2013,5,1,,1,1,3,97,2,3,2,1,2,,,,,,,,,,,,,2,,,,,,,,4,4,1,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,98,3,2,1,1,1,1,3,98,2,1,1,2,2,1,1,1,2,4,98,100,0,0,0,0,0,7,4,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,6,2,,3,3,,,2,,3,4,4,4,2,98,1,1,2,1,2,4,,,30710,1185,1,1,1,2,4,5,3,1,2,1,1,3,2,0.987173,51,2017,30,,,,,,,,,,,,5000,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,100,20,0,0,0,0,120,12,0,0,14,10,0,0,0,36,85,10000,5000,0,0,1,0,1,3,4.1,5.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,100,20,0,0,0,0,120,12,0,0,14,10,0,0,0,36,100,0,0,0,0,0,100,0,0,1,0,1
13,2,,3,2013,5,1,,1,4,1,,5,7,2,1,2,,,,,,,,,,,,,2,,,,,,,,4,4,4,3,,97,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,98,6,3,5,2,1,1,6,10,1,1,1,1,1,1,6,4,6,4,98,50,50,0,0,0,0,7,7,1,6,,,,,,,4,,1,0,1,,,,,,,,98,30,50,0,0,20,0,0,98,70,0,30,0,97,2,,1,2,1,,2,,97,3,3,3,2,37,1,1,1,4,4,97,,,37490,2567,1,1,1,2,4,5,3,1,1,1,4,4,2,0.987173,59,2015,300,,,,,,,,,,,,5000,5000,,,,,,,,,,,,1000,3800,,,,,,,,,,,,,,,,,,,2000,3000,,,,,,,,1000,100,500,50,0,0,1650,0,0,0,0,0,0,600,100,700,80,50000,50000,0,0,0,8,8,4,4.1,5.1,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,2000,3000,,,,,,,,1000,100,500,50,0,0,1650,0,0,0,0,0,0,600,100,700,50,50,0,0,0,0,100,0,0,0,8,8
13,2,,3,2013,5,1,,1,4,1,,5,9,1,1,2,,,,,,,,,,,,,2,,,,,,,,3,7,7,1,3,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,98,7,2,3,6,6,1,7,13,1,1,1,2,1,1,5,7,7,1,98,0,30,0,40,30,0,7,7,1,4,,,,,,,4,,1,0,1,,,,,,,,27,0,0,0,0,0,0,100,,,,,,6,2,,3,2,1,,2,,5,4,4,4,1,98,1,2,1,1,2,3,,,37490,2564,1,1,1,2,4,5,3,1,1,1,7,6,2,0.987173,59,2017,300,,,,,,,,,,,,20000,20000,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,20000,,,,12000,50,100,1000,1000,0,14150,0,0,0,5,0,0,305,1500,1810,20,40000,40000,0,2,0,0,2,4,4.1,5.1,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,12000,50,100,1000,1000,0,14150,0,0,0,5,0,0,305,1500,1810,0,30,0,40,30,0,100,0,2,0,0,2
13,2,,3,2013,5,1,,1,4,2,1,5,7,1,1,1,2,,98,2,1,1,1,2,2,,,,2,,,,,,,,4,7,6,3,,4,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,98,7,1,4,7,1,1,7,10,1,1,1,1,1,1,4,4,5,3,98,60,0,40,0,0,0,3,3,1,4,,,,,,,4,,1,0,1,,,,,,,,98,70,0,0,30,0,0,0,98,0,100,0,0,6,3,4,3,4,,1,3,1,2,3,3,3,2,98,1,1,1,1,1,4,,,32620,1085,1,1,1,2,4,5,3,1,2,2,5,4,2,0.987173,58,2015,200,0.5,0,0,0,0.5,,,,,,,15000,8000,,,,,,,,,,,,500,8125,,,,,,,,,,,,,,,,,,,1500,6500,,,,,,,,2200,0,300,5500,0,0,8000,0,0,0,0,0,0,240,200,440,50,2000,2000,0,0,0,0,0,2,4.2,5.3,4.2,4.2,4.2,0.5,0,0,0,0.5,,,,,,,,,,,,,,,,,,1500,6500,,,,,,,,2200,0,300,5500,0,0,8000,0,0,0,0,0,0,240,200,440,60,0,40,0,0,0,100,0,0,0,0,0
13,2,,3,2013,5,1,,1,4,3,2,5,3,1,1,1,2,,98,4,1,1,1,4,1,,,,2,,,,,,,,2,3,1,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,98,1,3,1,5,1,1,5,98,4,3,1,1,1,1,1,1,4,5,98,100,0,0,0,0,0,7,7,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,2,1,,1,,5,4,4,4,2,98,1,1,1,1,1,2,,1,30707,1192,1,1,1,2,4,5,3,1,2,3,1,3,2,0.987173,57,2016,200,10,0,0,0,10,,,,,,,2400,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,200,0,600,0,0,800,110,90,0,0,0,0,0,0,200,100,30000,30000,0,0,0,0,0,4,4.2,5.1,4.2,4.2,4.2,10,0,0,0,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,200,0,600,0,0,800,110,90,0,0,0,0,0,0,200,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2013,5,1,,1,4,3,4,2,1,2,2,1,1,1,98,3,1,1,1,3,2,,,,1,98,0,0,0,3,0,3,3,4,1,3,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,98,5,5,1,1,1,1,6,98,3,1,2,2,1,2,1,1,4,3,98,100,0,0,0,0,0,1,1,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2,1,,1,,5,3,3,3,2,98,1,2,1,1,2,3,,,32621,918,1,1,1,2,4,5,3,1,2,2,1,1,2,0.987173,57,2017,50,8,0,0,0,8,0,0,0,1000,0,1000,5000,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,500,500,0,0,0,0,1000,50,0,30,20,0,20,0,0,120,70,0,0,0,1,0,0,1,4,4.2,5.1,4.2,4.2,4.2,8,0,0,0,8,0,0,0,1000,0,1000,0,,,,,,,,,,,,,,,,,,,,500,500,0,0,0,0,1000,50,0,30,20,0,20,0,0,120,100,0,0,0,0,0,100,0,1,0,0,1
13,2,,3,2014,5,1,,1,3,3,1,3,8,2,1,1,2,,98,2,1,1,1,2,2,,,,1,98,1,0,1,0,0,1,4,4,2,1,4,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9999999,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,9,,,,,,,,,,,2,,,,,,,,,9,,,,,,,,,,,2,,,,,98,1,1,1,2,1,1,2,98,2,1,1,1,1,2,3,1,4,5,98,100,0,0,0,0,0,4,1,2,,,,,,,,,4,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,0,100,0,0,5,2,,98,4,,4,2,,5,4,4,2,2,98,1,1,1,1,1,3,,,32620,1182,1,1,1,2,4,5,3,1,2,2,2,5,2,0.987173,59,2014,120,3,0,0,0,3,100,0,8,0,0,108,5000,300,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,300,,,,,0,0,0,40,0,0,40,20,0,0,0,0,20,80,0,120,100,5000,0,0,0,0,0,0,2,4.1,5.3,4.2,4.2,4.1,3,0,0,0,3,100,0,8,0,0,108,,,,,0,,,,,,,,,,,300,,,,,0,0,0,40,0,0,40,20,0,0,0,0,20,80,0,120,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2014,5,1,,1,3,3,3,2,9,2,1,2,,,,,,,,,,,,,2,,,,,,,,1,4,3,1,4,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,98,4,2,1,4,3,1,5,98,1,1,1,2,2,2,2,1,2,3,98,100,0,0,0,0,0,3,3,1,4,,,,,,,4,,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,50,50,0,0,2,3,1,2,3,,,3,2,1,3,3,3,2,98,3,1,1,1,3,1,4,,37490,1600,1,1,1,2,4,5,3,1,2,1,3,6,2,0.987173,53,2017,20,,,,,,,,,,,,5000,2000,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,2000,,,,300,20,0,300,100,0,720,0,0,0,5,10,10,10,0,35,50,2000,2000,3,0,0,0,3,3,4.2,5.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,300,20,0,300,100,0,720,0,0,0,5,10,10,10,0,35,100,0,0,0,0,0,100,3,0,0,0,3
13,2,,3,2014,5,1,,1,4,3,1,2,8,1,2,2,,,,,,,,,,,,,2,,,,,,,,1,7,1,2,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,9,9,,,,98,7,3,2,6,6,1,7,98,1,2,1,1,2,4,3,1,4,2,98,0,0,0,100,0,0,7,7,1,4,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,2,1,,1,,5,3,3,3,2,15,2,1,2,2,4,3,,,30707,1335,1,1,1,2,4,5,3,1,2,1,1,5,2,0.987173,55,2015,60,,,,,,,,,,,,30000,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,2250,100,50,1400,1200,0,5000,0,10,0,0,20,100,50,0,180,30,15000,15000,2,0,2,2,6,4,4.1,5.1,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,2250,100,50,1400,1200,0,5000,0,10,0,0,20,100,50,0,180,0,0,0,100,0,0,100,2,0,2,2,6
13,2,,3,2014,5,1,,1,4,3,1,3,12,1,1,1,1,3,98,3,2,1,1,3,3,,,,1,98,3,0,2,3,0,3,3,4,3,2,,,7,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,9999999,9999999,,,,,,,,,,4,,,,,,,,,4,4,,,,,,,,,,2,,,,,,,,,2,2,,,,,,,,,,3,,,,,,,,,3,3,,,,98,1,5,5,1,1,1,6,98,2,2,2,2,2,2,3,1,4,3,98,100,0,0,0,0,0,4,1,2,,,,,,,,,4,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,100,0,0,0,6,2,,3,2,1,,2,,4,2,2,2,1,98,2,2,2,1,4,2,,3,32619,1460,1,1,1,2,4,5,3,1,2,2,3,8,2,0.987173,50,2017,100,6.6,3,0,0,9.6,1000,0,500,1000,0,2500,5000,3000,,,,,,,500,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,1000,1000,,,,0,500,500,0,0,0,1000,10,10,10,10,10,30,50,0,130,70,5000,0,2,1,2,0,5,4,4.1,5.1,4.1,4.1,4.1,6.6,3,0,0,9.6,1000,0,500,1000,0,2500,,,,,,,1000,,,,,,,,,1000,1000,,,,0,500,500,0,0,0,1000,10,10,10,10,10,30,50,0,130,100,0,0,0,0,0,100,2,1,2,0,5
13,2,,3,2014,5,1,,1,4,3,1,3,8,1,1,1,1,3,98,3,1,1,1,3,2,,,,2,,,,,,,,4,5,2,2,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,98,1,1,1,1,1,1,1,98,1,1,2,1,1,1,3,1,3,5,98,100,0,0,0,0,0,1,1,2,,,,,,,,,97,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,10,90,0,0,2,3,4,2,1,1,,1,,1,3,3,3,1,98,1,1,2,1,2,3,,,32620,1099,1,1,1,2,4,5,3,1,2,2,2,5,2,0.987173,50,2017,90,9,0,0,0,9,,,,,,,7000,1000,,,,,,,,,,,,,,,,600,400,,,,,,,,,,,,,,,,,,,600,400,,,,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,90,100,0,0,0,0,1,0,1,5,4.2,5.1,4.2,4.2,4.2,9,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,600,400,,,,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,90,100,0,0,0,0,0,100,0,0,1,0,1
13,2,,3,2014,5,1,,1,4,3,1,4,7,2,1,2,,,,,,,,,,,,,2,,,,,,,,3,7,4,2,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,98,6,2,3,6,1,1,7,10,1,1,1,2,1,1,4,4,5,3,98,100,0,0,0,0,0,1,1,2,,,,,,,,,4,1,0,1,,,,,,,,98,50,0,0,50,0,0,0,98,100,0,0,0,6,3,3,3,3,,,2,,3,3,3,3,2,98,2,2,1,1,3,4,,,37490,2556,1,1,1,2,4,5,3,1,2,1,4,4,2,0.987173,56,2017,180,,,,,,,,,,,,15000,5000,,,,,,,,,,,,,8500,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,1500,20,100,1000,0,0,2620,0,0,0,5,0,0,175,150,330,55,0,0,2,1,0,0,3,3,4.2,5.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,1500,20,100,1000,0,0,2620,0,0,0,5,0,0,175,150,330,100,0,0,0,0,0,100,2,1,0,0,3
13,2,,3,2015,5,1,,1,1,3,1,3,8,2,1,1,2,,98,4,1,1,1,4,2,,,,2,,,,,,,,5,3,2,3,,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,98,1,1,1,2,1,1,2,98,3,1,1,1,1,2,2,1,3,5,98,100,0,0,0,0,0,7,3,2,,,,,,,,,2,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,0,100,0,0,2,3,4,1,4,,3,1,,5,4,4,2,2,98,1,1,1,1,1,3,,,32620,1173,1,1,1,2,4,5,3,1,2,3,2,5,2,0.987173,52,2015,70,15,0,0,0,15,,,,,,,2000,100,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,100,,,,,0,0,0,24,0,0,24,60,0,0,0,0,10,7,0,77,100,15000,2300,0,0,0,0,0,2,4.2,5.3,4.2,4.2,4.1,15,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,100,,,,,0,0,0,24,0,0,24,60,0,0,0,0,10,7,0,77,100,0,0,0,0,0,100,0,0,0,0,0
13,2,,3,2015,5,1,,1,1,3,3,2,8,2,1,1,1,3,98,3,1,1,1,3,2,,,,2,,,,,,,,3,4,2,2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999999,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,98,1,1,1,1,1,1,1,98,1,1,1,1,1,1,2,1,2,5,98,100,0,0,0,0,0,1,1,2,,,,,,,,,4,1,0,1,,,,,,,,98,100,0,0,0,0,0,0,98,50,50,0,0,6,3,4,3,3,,,2,,1,3,3,3,2,98,1,1,1,1,1,4,,,32620,1098,1,1,1,2,4,5,3,2,2,2,2,5,2,0.987173,57,2015,30,7,0,0,0,7,,,,,,,5000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,100,0,0,0,0,0,0,0,3,4.2,5.2,4.2,4.2,4.2,7,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,100,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,100,0,0,0,0,0,100,0,0,0,0,0
